index,year,package,className,direction
2704,2019,hsqldb.src.org.hsqldb.persist,RAShadowFile,From
2705,2019,hsqldb.src.org.hsqldb.persist,RAShadowFile,To
2706,2012,base.trunk.src.org.hsqldb.test,TestBug1191815,From
2707,2012,base.trunk.src.org.hsqldb.test,TestBug1191815,To
2708,2014,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,From
2709,2014,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,To
2710,2010,base.trunk.src.org.hsqldb.test,TestOdbcService,From
2711,2010,base.trunk.src.org.hsqldb.test,TestOdbcService,To
2712,2019,hsqldb.src.org.hsqldb.lib.tar,RB,From
2713,2019,hsqldb.src.org.hsqldb.lib.tar,RB,To
2714,2010,base.trunk.src.org.hsqldb.lib,HsqlArrayList,From
2715,2010,base.trunk.src.org.hsqldb.lib,HsqlArrayList,To
2716,2010,base.trunk.src.org.hsqldb,Collation,From
2717,2010,base.trunk.src.org.hsqldb,Collation,To
2718,2014,base.trunk.src.org.hsqldb.auth,AuthUtils,From
2719,2014,base.trunk.src.org.hsqldb.auth,AuthUtils,To
2720,2013,base.trunk.src.org.hsqldb,Routine,From
2721,2013,base.trunk.src.org.hsqldb,Routine,To
2722,2019,hsqldb.src.org.hsqldb.test,TestDbBackup,From
2723,2019,hsqldb.src.org.hsqldb.test,TestDbBackup,To
2724,2011,base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,From
2725,2011,base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,To
2726,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.sample,FindFile,From
2727,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.sample,FindFile,To
2728,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.navigator,RowSetNavigator,From
2729,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.navigator,RowSetNavigator,To
2730,2007,base.trunk.src.org.hsqldb.test,TestMerge,From
2731,2007,base.trunk.src.org.hsqldb.test,TestMerge,To
2732,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestDbBackup,From
2733,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestDbBackup,To
2734,2007,base.trunk.src.org.hsqldb.persist,Log,From
2735,2007,base.trunk.src.org.hsqldb.persist,Log,To
2736,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,Statement,From
2737,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,Statement,To
2738,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestQuotes,From
2739,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestQuotes,To
2740,2012,base.trunk.src.org.hsqldb.lib.tar,TarReader,From
2741,2012,base.trunk.src.org.hsqldb.lib.tar,TarReader,To
2742,2017,base.trunk.src.org.hsqldb.persist,TextFileReader8,From
2743,2017,base.trunk.src.org.hsqldb.persist,TextFileReader8,To
2744,2011,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,From
2745,2011,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,To
2746,2014,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,From
2747,2014,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,To
2748,2013,base.trunk.src.org.hsqldb.persist,RowStoreAVL,From
2749,2013,base.trunk.src.org.hsqldb.persist,RowStoreAVL,To
2750,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,From
2751,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,To
2752,2014,base.trunk.src.org.hsqldb.cmdline,SqlTool,From
2753,2014,base.trunk.src.org.hsqldb.cmdline,SqlTool,To
2754,2011,base.trunk.src.org.hsqldb.persist,HsqlProperties,From
2755,2011,base.trunk.src.org.hsqldb.persist,HsqlProperties,To
2756,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,From
2757,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,To
2758,2019,hsqldb.src.org.hsqldb,StatementResultUpdate,From
2759,2019,hsqldb.src.org.hsqldb,StatementResultUpdate,To
2760,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,From
2761,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,To
2762,2012,base.trunk.src.org.hsqldb.rowio,RowInputBase,From
2763,2012,base.trunk.src.org.hsqldb.rowio,RowInputBase,To
2764,2014,base.trunk.src.org.hsqldb.jdbc,JDBCCommonDataSource,From
2765,2014,base.trunk.src.org.hsqldb.jdbc,JDBCCommonDataSource,To
2766,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Transfer,From
2767,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Transfer,To
2768,2011,base.trunk.src.org.hsqldb.server,OdbcUtil,From
2769,2011,base.trunk.src.org.hsqldb.server,OdbcUtil,To
2770,2010,base.trunk.src.org.hsqldb,ParserDQL,From
2771,2010,base.trunk.src.org.hsqldb,ParserDQL,To
2772,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestMultiInsert,From
2773,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestMultiInsert,To
2774,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,DirectoryBlockCachedObject,From
2775,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,DirectoryBlockCachedObject,To
2776,2013,base.trunk.src.org.hsqldb,TableBase,From
2777,2013,base.trunk.src.org.hsqldb,TableBase,To
2778,2007,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,From
2779,2007,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,To
2780,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCConnection,From
2781,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCConnection,To
2782,2014,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,From
2783,2014,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,To
2784,2019,hsqldb.src.org.hsqldb,Row,From
2785,2019,hsqldb.src.org.hsqldb,Row,To
2786,2014,base.trunk.src.org.hsqldb,RowAVLDiskData,From
2787,2014,base.trunk.src.org.hsqldb,RowAVLDiskData,To
2788,2019,hsqldb.src.org.hsqldb,ExpressionArithmetic,From
2789,2019,hsqldb.src.org.hsqldb,ExpressionArithmetic,To
2790,2017,base.trunk.src.org.hsqldb.test,TestAllTypes,From
2791,2017,base.trunk.src.org.hsqldb.test,TestAllTypes,To
2792,2010,base.trunk.src.org.hsqldb,QuerySpecification,From
2793,2010,base.trunk.src.org.hsqldb,QuerySpecification,To
2794,2017,base.trunk.src.org.hsqldb.test,TestSchemaParse,From
2795,2017,base.trunk.src.org.hsqldb.test,TestSchemaParse,To
2796,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,From
2797,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,To
2798,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,IntValueHashMap,From
2799,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,IntValueHashMap,To
2800,2012,base.trunk.src.org.hsqldb,ExpressionValue,From
2801,2012,base.trunk.src.org.hsqldb,ExpressionValue,To
2802,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.index,Index,From
2803,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.index,Index,To
2804,2017,base.trunk.src.org.hsqldb,RoutineSchema,From
2805,2017,base.trunk.src.org.hsqldb,RoutineSchema,To
2806,2013,base.trunk.src.org.hsqldb.types,Types,From
2807,2013,base.trunk.src.org.hsqldb.types,Types,To
2808,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,SimpleStore,From
2809,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,SimpleStore,To
2810,2012,base.trunk.src.org.hsqldb,ExpressionAggregate,From
2811,2012,base.trunk.src.org.hsqldb,ExpressionAggregate,To
2812,2012,base.trunk.src.org.hsqldb,StatementSimple,From
2813,2012,base.trunk.src.org.hsqldb,StatementSimple,To
2814,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util.preprocessor,Document,From
2815,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util.preprocessor,Document,To
2816,2011,base.trunk.src.org.hsqldb.test,TestPreparedStatements,From
2817,2011,base.trunk.src.org.hsqldb.test,TestPreparedStatements,To
2818,2011,base.trunk.src.org.hsqldb,ExpressionAccessor,From
2819,2011,base.trunk.src.org.hsqldb,ExpressionAccessor,To
2820,2013,base.trunk.src.org.hsqldb.jdbc,JDBCDriver,From
2821,2013,base.trunk.src.org.hsqldb.jdbc,JDBCDriver,To
2822,2013,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,From
2823,2013,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,To
2824,2011,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,From
2825,2011,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,To
2826,2014,base.trunk.src.org.hsqldb,StatementSet,From
2827,2014,base.trunk.src.org.hsqldb,StatementSet,To
2828,2012,base.trunk.src.org.hsqldb.types,IntervalSecondData,From
2829,2012,base.trunk.src.org.hsqldb.types,IntervalSecondData,To
2830,2014,base.trunk.src.org.hsqldb.jdbc,JDBCPool,From
2831,2014,base.trunk.src.org.hsqldb.jdbc,JDBCPool,To
2832,2017,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,From
2833,2017,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,To
2834,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,DatabaseManager,From
2835,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,DatabaseManager,To
2836,2010,base.trunk.src.org.hsqldb.test,TestTextTable,From
2837,2010,base.trunk.src.org.hsqldb.test,TestTextTable,To
2838,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestCascade,From
2839,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestCascade,To
2840,2019,hsqldb.src.org.hsqldb.lib,HsqlArrayList,From
2841,2019,hsqldb.src.org.hsqldb.lib,HsqlArrayList,To
2842,2014,base.trunk.src.org.hsqldb.lib,LongValueHashMap,From
2843,2014,base.trunk.src.org.hsqldb.lib,LongValueHashMap,To
2844,2019,hsqldb.src.org.hsqldb.lib.tar,DbBackup,From
2845,2019,hsqldb.src.org.hsqldb.lib.tar,DbBackup,To
2846,2014,base.trunk.src.org.hsqldb,ExpressionOp,From
2847,2014,base.trunk.src.org.hsqldb,ExpressionOp,To
2848,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.types,CharacterType,From
2849,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.types,CharacterType,To
2850,2014,base.trunk.src.org.hsqldb,SchemaObjectSet,From
2851,2014,base.trunk.src.org.hsqldb,SchemaObjectSet,To
2852,2007,base.trunk.src.org.hsqldb,Function,From
2853,2007,base.trunk.src.org.hsqldb,Function,To
2854,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.server,ServerProperties,From
2855,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.server,ServerProperties,To
2856,2013,base.trunk.src.org.hsqldb.util,Grid,From
2857,2013,base.trunk.src.org.hsqldb.util,Grid,To
2858,2017,base.trunk.src.org.hsqldb.util.preprocessor,Document,From
2859,2017,base.trunk.src.org.hsqldb.util.preprocessor,Document,To
2860,2013,base.trunk.src.org.hsqldb.util.preprocessor,Token,From
2861,2013,base.trunk.src.org.hsqldb.util.preprocessor,Token,To
2862,2012,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,From
2863,2012,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,To
2864,2011,base.trunk.src.org.hsqldb,TableWorks,From
2865,2011,base.trunk.src.org.hsqldb,TableWorks,To
2866,2019,hsqldb.src.org.hsqldb.jdbc,JDBCClobClient,From
2867,2019,hsqldb.src.org.hsqldb.jdbc,JDBCClobClient,To
2868,2010,base.trunk.src.org.hsqldb.jdbc,JDBCDatabaseMetaData,From
2869,2010,base.trunk.src.org.hsqldb.jdbc,JDBCDatabaseMetaData,To
2870,2014,base.trunk.src.org.hsqldb.util,DatabaseManager,From
2871,2014,base.trunk.src.org.hsqldb.util,DatabaseManager,To
2872,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,PostgresTransferHelper,From
2873,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,PostgresTransferHelper,To
2874,2011,base.trunk.src.org.hsqldb.lib,LineGroupReader,From
2875,2011,base.trunk.src.org.hsqldb.lib,LineGroupReader,To
2876,2007,base.trunk.src.org.hsqldb.types,BinaryData,From
2877,2007,base.trunk.src.org.hsqldb.types,BinaryData,To
2878,2011,base.trunk.src.org.hsqldb,SchemaManager,From
2879,2011,base.trunk.src.org.hsqldb,SchemaManager,To
2880,2014,base.trunk.src.org.hsqldb.types,UserTypeModifier,From
2881,2014,base.trunk.src.org.hsqldb.types,UserTypeModifier,To
2882,2017,base.trunk.src.org.hsqldb,Scanner,From
2883,2017,base.trunk.src.org.hsqldb,Scanner,To
2884,2013,base.trunk.src.org.hsqldb.lib,StringComparator,From
2885,2013,base.trunk.src.org.hsqldb.lib,StringComparator,To
2886,2014,base.trunk.src.org.hsqldb,ParserDDL,From
2887,2014,base.trunk.src.org.hsqldb,ParserDDL,To
2888,2014,base.trunk.src.org.hsqldb.test,TestBase,From
2889,2014,base.trunk.src.org.hsqldb.test,TestBase,To
2890,2014,base.trunk.src.org.hsqldb.lib,IntValueHashMap,From
2891,2014,base.trunk.src.org.hsqldb.lib,IntValueHashMap,To
2892,2007,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,From
2893,2007,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,To
2894,2013,base.trunk.src.org.hsqldb.test,TestAllTypes,From
2895,2013,base.trunk.src.org.hsqldb.test,TestAllTypes,To
2896,2013,base.trunk.src.org.hsqldb.test,TestSchemaParse,From
2897,2013,base.trunk.src.org.hsqldb.test,TestSchemaParse,To
2898,2014,base.trunk.src.org.hsqldb.test,TestKarl,From
2899,2014,base.trunk.src.org.hsqldb.test,TestKarl,To
2900,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,TableWorks,From
2901,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,TableWorks,To
2902,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,From
2903,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,To
2904,2014,base.trunk.src.org.hsqldb.test,TestHarness,From
2905,2014,base.trunk.src.org.hsqldb.test,TestHarness,To
2906,2017,base.trunk.src.org.hsqldb.types,Types,From
2907,2017,base.trunk.src.org.hsqldb.types,Types,To
2908,2013,base.trunk.src.org.hsqldb,RoutineSchema,From
2909,2013,base.trunk.src.org.hsqldb,RoutineSchema,To
2910,2017,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,From
2911,2017,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,To
2912,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,From
2913,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,To
2914,2019,hsqldb.src.org.hsqldb,StatementHandler,From
2915,2019,hsqldb.src.org.hsqldb,StatementHandler,To
2916,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestDbBackup,From
2917,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestDbBackup,To
2918,2014,base.trunk.src.org.hsqldb.auth,HsqldbSlaveAuthBean,From
2919,2014,base.trunk.src.org.hsqldb.auth,HsqldbSlaveAuthBean,To
2920,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,NumberSequence,From
2921,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,NumberSequence,To
2922,2017,base.trunk.src.org.hsqldb.jdbc,JDBCDriver,From
2923,2017,base.trunk.src.org.hsqldb.jdbc,JDBCDriver,To
2924,2014,base.trunk.src.org.hsqldb,Expression,From
2925,2014,base.trunk.src.org.hsqldb,Expression,To
2926,2012,base.trunk.src.org.hsqldb.index,NodeAVLDisk,From
2927,2012,base.trunk.src.org.hsqldb.index,NodeAVLDisk,To
2928,2017,base.trunk.src.org.hsqldb.persist,RowStoreAVL,From
2929,2017,base.trunk.src.org.hsqldb.persist,RowStoreAVL,To
2930,2017,base.trunk.src.org.hsqldb.lib.tar,TarReaderMain,From
2931,2017,base.trunk.src.org.hsqldb.lib.tar,TarReaderMain,To
2932,2011,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,From
2933,2011,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,To
2934,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,OracleTransferHelper,From
2935,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,OracleTransferHelper,To
2936,2019,hsqldb.src.org.hsqldb.persist,Log,From
2937,2019,hsqldb.src.org.hsqldb.persist,Log,To
2938,2011,base.trunk.src.org.hsqldb.auth,JaasAuthBean,From
2939,2011,base.trunk.src.org.hsqldb.auth,JaasAuthBean,To
2940,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobInputStream,From
2941,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobInputStream,To
2942,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,ExpressionLike,From
2943,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,ExpressionLike,To
2944,2014,base.trunk.src.org.hsqldb.test,TestSqlPersistent,From
2945,2014,base.trunk.src.org.hsqldb.test,TestSqlPersistent,To
2946,2011,base.trunk.src.org.hsqldb,TriggerDef,From
2947,2011,base.trunk.src.org.hsqldb,TriggerDef,To
2948,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareCallTest,From
2949,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareCallTest,To
2950,2011,base.trunk.src.org.hsqldb.types,BinaryType,From
2951,2011,base.trunk.src.org.hsqldb.types,BinaryType,To
2952,2011,base.trunk.src.org.hsqldb.persist,ScaledRAFileSimple,From
2953,2011,base.trunk.src.org.hsqldb.persist,ScaledRAFileSimple,To
2954,2014,base.trunk.src.org.hsqldb.types,DateTimeType,From
2955,2014,base.trunk.src.org.hsqldb.types,DateTimeType,To
2956,2012,base.trunk.src.org.hsqldb.jdbc,JDBCArray,From
2957,2012,base.trunk.src.org.hsqldb.jdbc,JDBCArray,To
2958,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestViewAsterisks,From
2959,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestViewAsterisks,To
2960,2017,base.trunk.src.org.hsqldb,TableBase,From
2961,2017,base.trunk.src.org.hsqldb,TableBase,To
2962,2010,base.trunk.src.org.hsqldb.lib,WrapperIterator,From
2963,2010,base.trunk.src.org.hsqldb.lib,WrapperIterator,To
2964,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.types,ClobType,From
2965,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.types,ClobType,To
2966,2012,base.trunk.src.org.hsqldb.rights,Grantee,From
2967,2012,base.trunk.src.org.hsqldb.rights,Grantee,To
2968,2010,base.trunk.src.org.hsqldb.lib,LongDeque,From
2969,2010,base.trunk.src.org.hsqldb.lib,LongDeque,To
2970,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataSupportsConvertTest,From
2971,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataSupportsConvertTest,To
2972,2019,hsqldb.src.org.hsqldb,ParserRoutine,From
2973,2019,hsqldb.src.org.hsqldb,ParserRoutine,To
2974,2019,hsqldb.src.org.hsqldb.lib,BaseList,From
2975,2019,hsqldb.src.org.hsqldb.lib,BaseList,To
2976,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.persist,Log,From
2977,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.persist,Log,To
2978,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util.preprocessor,Document,From
2979,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util.preprocessor,Document,To
2980,2012,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,From
2981,2012,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,To
2982,2017,base.trunk.src.org.hsqldb.lib,StringComparator,From
2983,2017,base.trunk.src.org.hsqldb.lib,StringComparator,To
2984,2007,base.trunk.src.org.hsqldb.types,NumberType,From
2985,2007,base.trunk.src.org.hsqldb.types,NumberType,To
2986,2013,base.trunk.src.org.hsqldb,Scanner,From
2987,2013,base.trunk.src.org.hsqldb,Scanner,To
2988,2011,base.trunk.src.org.hsqldb.util.preprocessor,Defines,From
2989,2011,base.trunk.src.org.hsqldb.util.preprocessor,Defines,To
2990,2012,base.trunk.src.org.hsqldb.server,Server,From
2991,2012,base.trunk.src.org.hsqldb.server,Server,To
2992,2007,base.trunk.src.org.hsqldb,Constraint,From
2993,2007,base.trunk.src.org.hsqldb,Constraint,To
2994,2019,hsqldb.src.org.hsqldb.rowio,RowOutputBinary,From
2995,2019,hsqldb.src.org.hsqldb.rowio,RowOutputBinary,To
2996,2010,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorData,From
2997,2010,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorData,To
2998,2019,hsqldb.src.org.hsqldb.lib.tar,TarReader,From
2999,2019,hsqldb.src.org.hsqldb.lib.tar,TarReader,To
3000,2014,base.trunk.src.org.hsqldb.types,ClobInputStream,From
3001,2014,base.trunk.src.org.hsqldb.types,ClobInputStream,To
3002,2014,base.trunk.src.org.hsqldb.lib,FileUtil,From
3003,2014,base.trunk.src.org.hsqldb.lib,FileUtil,To
3004,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,From
3005,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,To
3006,2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,From
3007,2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,To
3008,2019,hsqldb.src.org.hsqldb.types,Types,From
3009,2019,hsqldb.src.org.hsqldb.types,Types,To
3010,2010,base.trunk.src.org.hsqldb.sample,FindFile,From
3011,2010,base.trunk.src.org.hsqldb.sample,FindFile,To
3012,2011,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,From
3013,2011,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,To
3014,2013,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,From
3015,2013,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,To
3016,2010,base.trunk.src.org.hsqldb,StatementProcedure,From
3017,2010,base.trunk.src.org.hsqldb,StatementProcedure,To
3018,2019,hsqldb.src.org.hsqldb.lib,ArraySort,From
3019,2019,hsqldb.src.org.hsqldb.lib,ArraySort,To
3020,2011,base.trunk.src.org.hsqldb.test,TestCacheSize,From
3021,2011,base.trunk.src.org.hsqldb.test,TestCacheSize,To
3022,2010,base.trunk.src.org.hsqldb.types,IntervalType,From
3023,2010,base.trunk.src.org.hsqldb.types,IntervalType,To
3024,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,ArrayUtil,From
3025,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,ArrayUtil,To
3026,2019,hsqldb.src.org.hsqldb.test,TestMultiInsert,From
3027,2019,hsqldb.src.org.hsqldb.test,TestMultiInsert,To
3028,2012,base.trunk.src.org.hsqldb,TransactionManager2PL,From
3029,2012,base.trunk.src.org.hsqldb,TransactionManager2PL,To
3030,2012,base.trunk.src.org.hsqldb,RangeVariableJoined,From
3031,2012,base.trunk.src.org.hsqldb,RangeVariableJoined,To
3032,2011,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,From
3033,2011,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,To
3034,2014,base.trunk.src.org.hsqldb.lib.tar,TarGenerator,From
3035,2014,base.trunk.src.org.hsqldb.lib.tar,TarGenerator,To
3036,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestSelf,From
3037,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestSelf,To
3038,2017,base.trunk.src.org.hsqldb,Routine,From
3039,2017,base.trunk.src.org.hsqldb,Routine,To
3040,2007,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,From
3041,2007,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,To
3042,2013,base.trunk.src.org.hsqldb.util.preprocessor,Document,From
3043,2013,base.trunk.src.org.hsqldb.util.preprocessor,Document,To
3044,2017,base.trunk.src.org.hsqldb.util,Grid,From
3045,2017,base.trunk.src.org.hsqldb.util,Grid,To
3046,2010,base.trunk.src.org.hsqldb,RowAVLDisk,From
3047,2010,base.trunk.src.org.hsqldb,RowAVLDisk,To
3048,2019,hsqldb.src.org.hsqldb.test,AbstractTestOdbc,From
3049,2019,hsqldb.src.org.hsqldb.test,AbstractTestOdbc,To
3050,2017,base.trunk.src.org.hsqldb.util.preprocessor,Token,From
3051,2017,base.trunk.src.org.hsqldb.util.preprocessor,Token,To
3052,2014,base.trunk.src.org.hsqldb.test,TestSubselect,From
3053,2014,base.trunk.src.org.hsqldb.test,TestSubselect,To
3054,2017,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,From
3055,2017,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,To
3056,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.auth,LdapAuthBean,From
3057,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.auth,LdapAuthBean,To
3058,2017,base.trunk.src.org.hsqldb.types,TimeData,From
3059,2017,base.trunk.src.org.hsqldb.types,TimeData,To
3060,2019,hsqldb.src.org.hsqldb.util,DatabaseManagerSwing,From
3061,2019,hsqldb.src.org.hsqldb.util,DatabaseManagerSwing,To
3062,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.jdbc,JDBCArray,From
3063,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.jdbc,JDBCArray,To
3064,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.auth,AuthUtils,From
3065,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.auth,AuthUtils,To
3066,2007,base.trunk.src.org.hsqldb.rowio,RowOutputText,From
3067,2007,base.trunk.src.org.hsqldb.rowio,RowOutputText,To
3068,2007,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,From
3069,2007,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,To
3070,2017,base.trunk.src.org.hsqldb.persist,LobManager,From
3071,2017,base.trunk.src.org.hsqldb.persist,LobManager,To
3072,2014,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,From
3073,2014,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,To
3074,2019,hsqldb.src.org.hsqldb.types,IntervalType,From
3075,2019,hsqldb.src.org.hsqldb.types,IntervalType,To
3076,2013,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,From
3077,2013,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,To
