index,year,package,className,direction
1049,2017,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,To
1050,2013,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,From
1051,2013,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,To
1052,2012,base.trunk.src.org.hsqldb.test,TestMerge,From
1053,2012,base.trunk.src.org.hsqldb.test,TestMerge,To
1054,2019,hsqldb.src.org.hsqldb.lib,ClosableCharArrayWriter,From
1055,2019,hsqldb.src.org.hsqldb.lib,ClosableCharArrayWriter,To
1056,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestSqlPersistent,From
1057,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestSqlPersistent,To
1058,2017,base.trunk.src.org.hsqldb.test,TestQuotes,From
1059,2017,base.trunk.src.org.hsqldb.test,TestQuotes,To
1060,2010,base.trunk.src.org.hsqldb.lib,ArrayUtil,From
1061,2010,base.trunk.src.org.hsqldb.lib,ArrayUtil,To
1062,2011,base.trunk.src.org.hsqldb,ParserDML,From
1063,2011,base.trunk.src.org.hsqldb,ParserDML,To
1064,2012,base.trunk.src.org.hsqldb.types,BinaryData,From
1065,2012,base.trunk.src.org.hsqldb.types,BinaryData,To
1066,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,HashMap,From
1067,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,HashMap,To
1068,2012,base.trunk.src.org.hsqldb.index,NodeAVL,From
1069,2012,base.trunk.src.org.hsqldb.index,NodeAVL,To
1070,2014,base.trunk.src.org.hsqldb.server,ServerProperties,From
1071,2014,base.trunk.src.org.hsqldb.server,ServerProperties,To
1072,2013,base.trunk.src.org.hsqldb.test,TestBug808460,From
1073,2013,base.trunk.src.org.hsqldb.test,TestBug808460,To
1074,2010,base.trunk.src.org.hsqldb.types,BooleanType,From
1075,2010,base.trunk.src.org.hsqldb.types,BooleanType,To
1076,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,From
1077,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,To
1078,2017,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,From
1079,2017,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,To
1080,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,ConnectionDialog,From
1081,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,ConnectionDialog,To
1082,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,TableBase,From
1083,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,TableBase,To
1084,2010,base.trunk.src.org.hsqldb.rowio,RowOutputBase,From
1085,2010,base.trunk.src.org.hsqldb.rowio,RowOutputBase,To
1086,2012,base.trunk.src.org.hsqldb,Schema,From
1087,2012,base.trunk.src.org.hsqldb,Schema,To
1088,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,HsqlDeque,From
1089,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,HsqlDeque,To
1090,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,StatementHandler,From
1091,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,StatementHandler,To
1092,2011,base.trunk.src.org.hsqldb.types,ClobDataID,From
1093,2011,base.trunk.src.org.hsqldb.types,ClobDataID,To
1094,2013,base.trunk.src.org.hsqldb.persist,ScaledRAStorageWrapper,From
1095,2013,base.trunk.src.org.hsqldb.persist,ScaledRAStorageWrapper,To
1096,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,From
1097,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,To
1098,2013,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,From
1099,2013,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,To
1100,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,RangeVariable,From
1101,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,RangeVariable,To
1102,2013,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,From
1103,2013,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,To
1104,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.scriptio,ScriptWriterBinary,From
1105,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.scriptio,ScriptWriterBinary,To
1106,2017,base.trunk.src.org.hsqldb.jdbc,JDBCClob,From
1107,2017,base.trunk.src.org.hsqldb.jdbc,JDBCClob,To
1108,2013,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,From
1109,2013,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,To
1110,2014,base.trunk.src.org.hsqldb,ColumnSchema,From
1111,2014,base.trunk.src.org.hsqldb,ColumnSchema,To
1112,2017,base.trunk.src.org.hsqldb.persist,LobStoreRAFile,From
1113,2017,base.trunk.src.org.hsqldb.persist,LobStoreRAFile,To
1114,2011,base.trunk.src.org.hsqldb.types,ArrayType,From
1115,2011,base.trunk.src.org.hsqldb.types,ArrayType,To
1116,2012,base.trunk.src.org.hsqldb.test,TestOdbcService,From
1117,2012,base.trunk.src.org.hsqldb.test,TestOdbcService,To
1118,2019,hsqldb.src.org.hsqldb.util,OracleTransferHelper,From
1119,2019,hsqldb.src.org.hsqldb.util,OracleTransferHelper,To
1120,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.persist,ScaledRAFileHybrid,From
1121,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.persist,ScaledRAFileHybrid,To
1122,2019,hsqldb.src.org.hsqldb.persist,HsqlProperties,From
1123,2019,hsqldb.src.org.hsqldb.persist,HsqlProperties,To
1124,2014,base.trunk.src.org.hsqldb,StatementDMQL,From
1125,2014,base.trunk.src.org.hsqldb,StatementDMQL,To
1126,2019,hsqldb.src.org.hsqldb.types,BitType,From
1127,2019,hsqldb.src.org.hsqldb.types,BitType,To
1128,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestQuotes,From
1129,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestQuotes,To
1130,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,From
1131,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,To
1132,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestSubselect,From
1133,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestSubselect,To
1134,2012,base.trunk.src.org.hsqldb.jdbc,JDBCDatabaseMetaData,From
1135,2012,base.trunk.src.org.hsqldb.jdbc,JDBCDatabaseMetaData,To
1136,2007,base.trunk.src.org.hsqldb.types,BooleanType,From
1137,2007,base.trunk.src.org.hsqldb.types,BooleanType,To
1138,2017,base.trunk.src.org.hsqldb.util,ConnectionDialog,From
1139,2017,base.trunk.src.org.hsqldb.util,ConnectionDialog,To
1140,2014,base.trunk.src.org.hsqldb,ExpressionLogical,From
1141,2014,base.trunk.src.org.hsqldb,ExpressionLogical,To
1142,2007,base.trunk.src.org.hsqldb.lib,ArrayUtil,From
1143,2007,base.trunk.src.org.hsqldb.lib,ArrayUtil,To
1144,2014,base.trunk.src.org.hsqldb.jdbc.pool,JDBCPooledDataSource,From
1145,2014,base.trunk.src.org.hsqldb.jdbc.pool,JDBCPooledDataSource,To
1146,2011,base.trunk.src.org.hsqldb.util,Transfer,From
1147,2011,base.trunk.src.org.hsqldb.util,Transfer,To
1148,2007,base.trunk.src.org.hsqldb,Library,From
1149,2007,base.trunk.src.org.hsqldb,Library,To
1150,2012,base.trunk.src.org.hsqldb.lib,HsqlArrayList,From
1151,2012,base.trunk.src.org.hsqldb.lib,HsqlArrayList,To
1152,2013,base.trunk.src.org.hsqldb.types,Collation,From
1153,2013,base.trunk.src.org.hsqldb.types,Collation,To
1154,2012,base.trunk.src.org.hsqldb,ParserDQL,From
1155,2012,base.trunk.src.org.hsqldb,ParserDQL,To
1156,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestMerge,From
1157,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestMerge,To
1158,2007,base.trunk.src.org.hsqldb.rowio,RowOutputBase,From
1159,2007,base.trunk.src.org.hsqldb.rowio,RowOutputBase,To
1160,2013,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,From
1161,2013,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,To
1162,2011,base.trunk.src.org.hsqldb.test,TestHashStructures,From
1163,2011,base.trunk.src.org.hsqldb.test,TestHashStructures,To
1164,2011,base.trunk.src.org.hsqldb,ExpressionColumn,From
1165,2011,base.trunk.src.org.hsqldb,ExpressionColumn,To
1166,2010,base.trunk.src.org.hsqldb.rowio,RowInputBase,From
1167,2010,base.trunk.src.org.hsqldb.rowio,RowInputBase,To
1168,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,RefCapablePropertyResourceBundle,From
1169,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,RefCapablePropertyResourceBundle,To
1170,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestCascade,From
1171,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestCascade,To
1172,2011,base.trunk.src.org.hsqldb.test,TestBug1191815,From
1173,2011,base.trunk.src.org.hsqldb.test,TestBug1191815,To
1174,2010,base.trunk.src.org.hsqldb.lib.tar,TarReader,From
1175,2010,base.trunk.src.org.hsqldb.lib.tar,TarReader,To
1176,2014,base.trunk.src.org.hsqldb.result,ResultMetaData,From
1177,2014,base.trunk.src.org.hsqldb.result,ResultMetaData,To
1178,2019,hsqldb.src.org.hsqldb.persist,DataFileCache,From
1179,2019,hsqldb.src.org.hsqldb.persist,DataFileCache,To
1180,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestBench,From
1181,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestBench,To
1182,2013,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybrid,From
1183,2013,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybrid,To
1184,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,LobStoreMem,From
1185,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,LobStoreMem,To
1186,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib.tar,RB,From
1187,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib.tar,RB,To
1188,2013,base.trunk.src.org.hsqldb.cmdline,SqlFile,From
1189,2013,base.trunk.src.org.hsqldb.cmdline,SqlFile,To
1190,2019,hsqldb.src.org.hsqldb.util,ConnectionDialogSwing,From
1191,2019,hsqldb.src.org.hsqldb.util,ConnectionDialogSwing,To
1192,2010,base.trunk.src.org.hsqldb,ExpressionAggregate,From
1193,2010,base.trunk.src.org.hsqldb,ExpressionAggregate,To
1194,2011,base.trunk.src.org.hsqldb.lib,HashMappedList,From
1195,2011,base.trunk.src.org.hsqldb.lib,HashMappedList,To
1196,2019,hsqldb.src.org.hsqldb,ExpressionColumnAccessor,From
1197,2019,hsqldb.src.org.hsqldb,ExpressionColumnAccessor,To
1198,2010,base.trunk.src.org.hsqldb,StatementSimple,From
1199,2010,base.trunk.src.org.hsqldb,StatementSimple,To
1200,2013,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,From
1201,2013,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,To
1202,2019,hsqldb.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,From
1203,2019,hsqldb.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,To
1204,2017,base.trunk.src.org.hsqldb.test,TestTypeConversion,From
1205,2017,base.trunk.src.org.hsqldb.test,TestTypeConversion,To
1206,2010,base.trunk.src.org.hsqldb,ExpressionValue,From
1207,2010,base.trunk.src.org.hsqldb,ExpressionValue,To
1208,2010,base.trunk.src.org.hsqldb.types,IntervalSecondData,From
1209,2010,base.trunk.src.org.hsqldb.types,IntervalSecondData,To
1210,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util.preprocessor,Defines,From
1211,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util.preprocessor,Defines,To
1212,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,From
1213,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,To
1214,2013,base.trunk.src.org.hsqldb.rowio,RowInputText,From
1215,2013,base.trunk.src.org.hsqldb.rowio,RowInputText,To
1216,2017,base.trunk.src.org.hsqldb.types,BitType,From
1217,2017,base.trunk.src.org.hsqldb.types,BitType,To
1218,2014,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,From
1219,2014,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,To
1220,2019,hsqldb.src.org.hsqldb.test,TestBatchExecution,From
1221,2019,hsqldb.src.org.hsqldb.test,TestBatchExecution,To
1222,2012,base.trunk.src.org.hsqldb,QuerySpecification,From
1223,2012,base.trunk.src.org.hsqldb,QuerySpecification,To
1224,2019,hsqldb.src.org.hsqldb.test,TestBug808460,From
1225,2019,hsqldb.src.org.hsqldb.test,TestBug808460,To
1226,2019,hsqldb.src.org.hsqldb.server,ServerProperties,From
1227,2019,hsqldb.src.org.hsqldb.server,ServerProperties,To
1228,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.rowio,RowOutputBinary180,From
1229,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.rowio,RowOutputBinary180,To
1230,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,From
1231,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,To
1232,2014,base.trunk.src.org.hsqldb,TransactionManagerMVCC,From
1233,2014,base.trunk.src.org.hsqldb,TransactionManagerMVCC,To
1234,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,Session,From
1235,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,Session,To
1236,2014,base.trunk.src.org.hsqldb,StatementDML,From
1237,2014,base.trunk.src.org.hsqldb,StatementDML,To
1238,2014,base.trunk.src.org.hsqldb.test,TestStoredProcedure,From
1239,2014,base.trunk.src.org.hsqldb.test,TestStoredProcedure,To
1240,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,Expression,From
1241,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,Expression,To
1242,2014,base.trunk.src.org.hsqldb,StatementSchemaDefinition,From
1243,2014,base.trunk.src.org.hsqldb,StatementSchemaDefinition,To
1244,2019,hsqldb.src.org.hsqldb.jdbc.pool,JDBCXADataSource,From
1245,2019,hsqldb.src.org.hsqldb.jdbc.pool,JDBCXADataSource,To
1246,2011,base.trunk.src.org.hsqldb,StatementHandler,From
1247,2011,base.trunk.src.org.hsqldb,StatementHandler,To
1248,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobDataMemory,From
1249,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobDataMemory,To
1250,2010,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,From
1251,2010,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,To
1252,2007,base.trunk.src.org.hsqldb.util,SqlFile,From
1253,2007,base.trunk.src.org.hsqldb.util,SqlFile,To
1254,2007,base.trunk.src.org.hsqldb.test,TestSubQueriesInPreparedStatements,From
1255,2007,base.trunk.src.org.hsqldb.test,TestSubQueriesInPreparedStatements,To
1256,2011,base.trunk.src.org.hsqldb,ParserCommand,From
1257,2011,base.trunk.src.org.hsqldb,ParserCommand,To
1258,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestBase,From
1259,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestBase,To
1260,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,StringComparator,From
1261,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,StringComparator,To
1262,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.types,TimeData,From
1263,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.types,TimeData,To
1264,2011,base.trunk.src.org.hsqldb,StatementSchema,From
1265,2011,base.trunk.src.org.hsqldb,StatementSchema,To
1266,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.index,Index,From
1267,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.index,Index,To
1268,2013,base.trunk.src.org.hsqldb.test,TestCascade,From
1269,2013,base.trunk.src.org.hsqldb.test,TestCascade,To
1270,2017,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,From
1271,2017,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,To
1272,2012,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,From
1273,2012,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,To
1274,2014,base.trunk.src.org.hsqldb.jdbc,JDBCResultSetMetaData,From
1275,2014,base.trunk.src.org.hsqldb.jdbc,JDBCResultSetMetaData,To
1276,2012,base.trunk.src.org.hsqldb.test,TestTextTable,From
1277,2012,base.trunk.src.org.hsqldb.test,TestTextTable,To
1278,2014,base.trunk.src.org.hsqldb.types,CharacterType,From
1279,2014,base.trunk.src.org.hsqldb.types,CharacterType,To
1280,2019,hsqldb.src.org.hsqldb,StatementDML,From
1281,2019,hsqldb.src.org.hsqldb,StatementDML,To
1282,2014,base.trunk.src.org.hsqldb.util,PostgresTransferHelper,From
1283,2014,base.trunk.src.org.hsqldb.util,PostgresTransferHelper,To
1284,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.persist,TextCache,From
1285,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.persist,TextCache,To
1286,2007,base.trunk.src.org.hsqldb.persist,DataFileCache,From
1287,2007,base.trunk.src.org.hsqldb.persist,DataFileCache,To
1288,2019,hsqldb.src.org.hsqldb.persist,BitMapCachedObject,From
1289,2019,hsqldb.src.org.hsqldb.persist,BitMapCachedObject,To
1290,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,RangeVariableJoined,From
1291,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,RangeVariableJoined,To
1292,2012,base.trunk.src.org.hsqldb,ExpressionAccessor,From
1293,2012,base.trunk.src.org.hsqldb,ExpressionAccessor,To
1294,2019,hsqldb.src.org.hsqldb.lib,HsqlByteArrayOutputStream,From
1295,2019,hsqldb.src.org.hsqldb.lib,HsqlByteArrayOutputStream,To
1296,2014,base.trunk.src.org.hsqldb.persist,RAFileNIO,From
1297,2014,base.trunk.src.org.hsqldb.persist,RAFileNIO,To
1298,2017,base.trunk.src.org.hsqldb,ExpressionLike,From
1299,2017,base.trunk.src.org.hsqldb,ExpressionLike,To
1300,2011,base.trunk.src.org.hsqldb.types,IntervalSecondData,From
1301,2011,base.trunk.src.org.hsqldb.types,IntervalSecondData,To
1302,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.navigator,ClientRowSetNavigator,From
1303,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.navigator,ClientRowSetNavigator,To
1304,2012,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,From
1305,2012,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,To
1306,2011,base.trunk.src.org.hsqldb,ExpressionValue,From
1307,2011,base.trunk.src.org.hsqldb,ExpressionValue,To
1308,2019,hsqldb.src.org.hsqldb.test,TestCascade,From
1309,2019,hsqldb.src.org.hsqldb.test,TestCascade,To
1310,2010,base.trunk.src.org.hsqldb.lib,HashMappedList,From
1311,2010,base.trunk.src.org.hsqldb.lib,HashMappedList,To
1312,2011,base.trunk.src.org.hsqldb,ExpressionAggregate,From
1313,2011,base.trunk.src.org.hsqldb,ExpressionAggregate,To
1314,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.dbinfo,DITableInfo,From
1315,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.dbinfo,DITableInfo,To
1316,2012,base.trunk.src.org.hsqldb.test,TestPreparedStatements,From
1317,2012,base.trunk.src.org.hsqldb.test,TestPreparedStatements,To
1318,2011,base.trunk.src.org.hsqldb,StatementSimple,From
1319,2011,base.trunk.src.org.hsqldb,StatementSimple,To
1320,2013,base.trunk.src.org.hsqldb.lib.tar,DbBackup,From
1321,2013,base.trunk.src.org.hsqldb.lib.tar,DbBackup,To
1322,2017,base.trunk.src.org.hsqldb.test,TestGroupByHaving,From
1323,2017,base.trunk.src.org.hsqldb.test,TestGroupByHaving,To
1324,2010,base.trunk.src.org.hsqldb,StatementSchema,From
1325,2010,base.trunk.src.org.hsqldb,StatementSchema,To
1326,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,From
1327,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,To
1328,2010,base.trunk.src.org.hsqldb,ParserCommand,From
1329,2010,base.trunk.src.org.hsqldb,ParserCommand,To
1330,2010,base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,From
1331,2010,base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,To
1332,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,HsqlProperties,From
1333,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,HsqlProperties,To
1334,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DIProcedureInfo,From
1335,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DIProcedureInfo,To
1336,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rowio,RowOutputBinary,From
1337,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rowio,RowOutputBinary,To
1338,2011,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,From
1339,2011,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,To
1340,2017,base.trunk.src.org.hsqldb.lib,OrderedHashSet,From
1341,2017,base.trunk.src.org.hsqldb.lib,OrderedHashSet,To
1342,2013,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,From
1343,2013,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,To
1344,2013,base.trunk.src.org.hsqldb,FunctionCustom,From
1345,2013,base.trunk.src.org.hsqldb,FunctionCustom,To
1346,2017,base.trunk.src.org.hsqldb.lib.tar,DbBackupMain,From
1347,2017,base.trunk.src.org.hsqldb.lib.tar,DbBackupMain,To
1348,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util.preprocessor,Token,From
1349,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util.preprocessor,Token,To
1350,2010,base.trunk.src.org.hsqldb,StatementHandler,From
1351,2010,base.trunk.src.org.hsqldb,StatementHandler,To
1352,2013,base.trunk.src.org.hsqldb.test,TestNullInUnion,From
1353,2013,base.trunk.src.org.hsqldb.test,TestNullInUnion,To
1354,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,ExpressionArrayAggregate,From
1355,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,ExpressionArrayAggregate,To
1356,2013,base.trunk.src.org.hsqldb,Database,From
1357,2013,base.trunk.src.org.hsqldb,Database,To
1358,2013,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,From
1359,2013,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,To
1360,2017,base.trunk.src.org.hsqldb,NumberSequence,From
1361,2017,base.trunk.src.org.hsqldb,NumberSequence,To
1362,2017,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,From
1363,2017,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,To
1364,2010,base.trunk.src.org.hsqldb.util,Transfer,From
1365,2010,base.trunk.src.org.hsqldb.util,Transfer,To
1366,2019,hsqldb.src.org.hsqldb.rowio,RowInputBinary180,From
1367,2019,hsqldb.src.org.hsqldb.rowio,RowInputBinary180,To
1368,2017,base.trunk.src.org.hsqldb.persist,TextCache,From
1369,2017,base.trunk.src.org.hsqldb.persist,TextCache,To
1370,2019,hsqldb.src.org.hsqldb.lib,ArrayUtil,From
1371,2019,hsqldb.src.org.hsqldb.lib,ArrayUtil,To
1372,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,ZaurusTableForm,From
1373,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,ZaurusTableForm,To
1374,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib.tar,TarGenerator,From
1375,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib.tar,TarGenerator,To
1376,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestStoredProcedure,From
1377,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestStoredProcedure,To
1378,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NullType,From
1379,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NullType,To
1380,2012,base.trunk.src.org.hsqldb,TableWorks,From
1381,2012,base.trunk.src.org.hsqldb,TableWorks,To
1382,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,From
1383,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,To
1384,2013,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,From
1385,2013,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,To
1386,2012,base.trunk.src.org.hsqldb,SchemaManager,From
1387,2012,base.trunk.src.org.hsqldb,SchemaManager,To
1388,2017,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,From
1389,2017,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,To
1390,2012,base.trunk.src.org.hsqldb.lib,LineGroupReader,From
1391,2012,base.trunk.src.org.hsqldb.lib,LineGroupReader,To
1392,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,From
1393,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,To
1394,2017,base.trunk.src.org.hsqldb.lib,HsqlDeque,From
1395,2017,base.trunk.src.org.hsqldb.lib,HsqlDeque,To
1396,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,JDBCBench,From
1397,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,JDBCBench,To
1398,2012,base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,From
1399,2012,base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,To
1400,2019,hsqldb.src.org.hsqldb.util,Grid,From
1401,2019,hsqldb.src.org.hsqldb.util,Grid,To
1402,2019,hsqldb.src.org.hsqldb.types,BlobType,From
1403,2019,hsqldb.src.org.hsqldb.types,BlobType,To
1404,2019,hsqldb.src.org.hsqldb.persist,RAFileNIO,From
1405,2019,hsqldb.src.org.hsqldb.persist,RAFileNIO,To
1406,2014,base.trunk.src.org.hsqldb.persist,LobStoreMem,From
1407,2014,base.trunk.src.org.hsqldb.persist,LobStoreMem,To
1408,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,From
1409,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,To
1410,2014,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,From
1411,2014,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,To
1412,2017,base.trunk.src.org.hsqldb.lib,HashMap,From
