versionDate,packageName,className,classSize,duplicateCount,duplicateLines,largestDuplicate
2017,base.trunk.src.org.hsqldb.test,TestMultiInsert,91,6,47,11
2009,base.trunk.src.org.hsqldb.index,Index,1048,40,308,20
2011,base.trunk.src.org.hsqldb.persist,LobStoreRAFile,100,5,31,11
2007,base.trunk.src.org.hsqldb.util.preprocessor,Defines,125,2,14,7
2014,base.trunk.src.org.hsqldb.lib.tar,DbBackup,251,4,70,32
2009,base.trunk.src.org.hsqldb.util,Grid,278,8,77,20
2010,base.trunk.src.org.hsqldb,Expression,1328,35,274,18
2019,base.trunk.src.org.hsqldb.jdbc,JDBCArray,148,7,75,17
2008,base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,138,7,53,10
2014,base.trunk.src.org.hsqldb.jdbc,JDBCClob,218,5,32,7
2015,base.trunk.src.org.hsqldb.lib.tar,RB,122,2,49,37
2017,base.trunk.src.org.hsqldb.lib,LineGroupReader,121,1,5,5
2014,base.trunk.src.org.hsqldb.lib,FileArchiver,137,4,26,8
2010,base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,519,4,30,9
2015,base.trunk.src.org.hsqldb.test,TestUtil,823,29,226,14
2015,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,91,6,53,15
2010,base.trunk.src.org.hsqldb,SchemaObjectSet,398,15,108,12
2019,base.trunk.src.org.hsqldb,TransactionManagerMVCC,607,33,306,22
2014,base.trunk.src.org.hsqldb.util,DatabaseManager,958,31,291,42
2014,base.trunk.src.org.hsqldb.test,TestAllTypes,291,10,61,9
2009,base.trunk.src.org.hsqldb.persist,ScaledRAFileHybrid,104,1,9,9
2013,base.trunk.src.org.hsqldb.test,TestSqlPersistent,362,6,125,94
2010,base.trunk.src.org.hsqldb.test,TestViewAsterisks,349,4,30,10
2019,base.trunk.src.org.hsqldb.types,NullType,61,1,5,5
2011,base.trunk.src.org.hsqldb.persist,LockFile,638,10,65,11
2011,base.trunk.src.org.hsqldb,TableWorks,871,12,76,11
2013,base.trunk.src.org.hsqldb.cmdline.sqltool,Calculator,292,4,48,18
2019,base.trunk.src.org.hsqldb.rowio,RowInputBinary180,44,1,6,6
2015,base.trunk.src.org.hsqldb,ExpressionOp,679,31,300,31
2017,base.trunk.src.org.hsqldb.persist,Log,529,6,35,6
2009,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,63,3,20,9
2014,base.trunk.src.org.hsqldb.auth,HsqldbSlaveAuthBean,95,1,5,5
2013,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,103,3,18,7
2019,base.trunk.src.org.hsqldb.server,ServerConnection,1193,16,96,8
2009,base.trunk.src.org.hsqldb,ExpressionAggregate,182,9,93,16
2014,base.trunk.src.org.hsqldb,DatabaseManager,270,8,62,9
2014,base.trunk.src.org.hsqldb.test,TestUpdatableResultSets,115,4,32,11
2017,base.trunk.src.org.hsqldb.types,RowType,331,25,223,17
2017,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,280,4,31,10
2009,base.trunk.src.org.hsqldb.jdbc,JDBCClob,222,8,53,8
2019,base.trunk.src.org.hsqldb,RowAVL,72,2,12,7
2007,base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,114,5,27,6
2009,base.trunk.src.org.hsqldb.test,TestQuotes,93,2,11,6
2014,base.trunk.src.org.hsqldb.test,TestPreparedStatements,150,3,23,9
2010,base.trunk.src.org.hsqldb,ExpressionLike,255,3,15,5
2012,base.trunk.src.org.hsqldb.sample,FindFile,80,2,11,6
2012,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,168,7,45,8
2010,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,182,1,15,15
2019,base.trunk.src.org.hsqldb.util,CodeSwitcher,295,4,22,6
2015,base.trunk.src.org.hsqldb.rights,UserManager,242,1,5,5
2010,base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,254,5,29,7
2011,base.trunk.src.org.hsqldb.types,BlobDataID,161,10,75,14
2015,base.trunk.src.org.hsqldb,Table,1979,33,221,14
2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,161,14,160,19
2015,base.trunk.src.org.hsqldb.persist,RowStoreAVLMemory,139,8,72,14
2019,hsqldb.integration.hibernate_3_3_1.src.org.hibernate.dialect,HSQLDialect,377,9,302,136
2009,base.trunk.src.org.hsqldb.test,HsqldbTestCase,84,1,5,5
2007,base.trunk.src.org.hsqldb.types,OtherType,111,9,56,10
2015,base.trunk.src.org.hsqldb.jdbc,JDBCArrayBasic,113,7,75,17
2009,base.trunk.src.org.hsqldb,Row,124,1,6,6
2008,base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,1182,11,70,9
2007,base.trunk.test.org.hsqldb.jdbc,jdbcResultSetMetaDataTest,324,5,55,23
2017,base.trunk.src.org.hsqldb,StatementDML,1127,17,127,19
2013,base.trunk.src.org.hsqldb,Constraint,630,9,61,13
2014,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1066,12,87,8
2008,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,147,6,66,17
2015,base.trunk.src.org.hsqldb,ExpressionAggregate,206,12,101,14
2015,base.trunk.src.org.hsqldb.persist,LobStoreMem,89,3,15,5
2015,base.trunk.src.org.hsqldb.map,BaseHashMap,1183,44,344,26
2007,base.trunk.src.org.hsqldb.util,ZaurusEditor,373,1,8,8
2019,base.trunk.src.org.hsqldb.test,TestBug1191815,64,3,17,7
2015,base.trunk.src.org.hsqldb.util,TransferCommon,67,2,10,5
2008,base.trunk.src.org.hsqldb.persist,TempDataFileCache,71,2,11,6
2017,base.trunk.src.org.hsqldb.server,OdbcUtil,204,6,51,11
2007,base.trunk.src.org.hsqldb.types,ClobDataMemory,121,2,12,6
2017,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,581,29,268,34
2011,base.trunk.src.org.hsqldb.server,ServerConnection,1189,16,96,8
2010,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,205,1,6,6
2014,base.trunk.src.org.hsqldb.types,ArrayType,348,21,172,17
2013,base.trunk.src.org.hsqldb.map,ReusableObjectCache,21,1,5,5
2009,base.trunk.src.org.hsqldb.lib.tar,TarReader,471,4,24,7
2009,base.trunk.src.org.hsqldb.lib.tar,TarGenerator,373,1,7,7
2010,base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,33,1,6,6
2014,base.trunk.src.org.hsqldb.persist,Logger,1466,2,10,5
2015,base.trunk.src.org.hsqldb.jdbc.pool,JDBCPooledDataSource,44,1,10,10
2017,base.trunk.src.org.hsqldb,Schema,235,4,24,7
2010,base.trunk.src.org.hsqldb,ExpressionValue,51,5,39,11
2010,base.trunk.src.org.hsqldb.server,ServerConnection,1189,16,96,8
2011,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,205,1,6,6
2007,base.trunk.src.org.hsqldb,LegacyFunction,113,1,5,5
2019,base.trunk.src.org.hsqldb.server,Server,1111,7,43,9
2008,base.trunk.src.org.hsqldb.server,Server,1046,3,29,16
2013,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1903,58,509,58
2014,base.trunk.src.org.hsqldb.types,IntervalSecondData,97,1,8,8
2009,base.trunk.src.org.hsqldb,Expression,884,34,297,18
2014,base.trunk.src.org.hsqldb.sample,TriggerSample,285,4,26,8
2015,base.trunk.src.org.hsqldb.lib.tar,DbBackupMain,73,1,7,7
2012,base.trunk.src.org.hsqldb.test,TestSchemaParse,759,1,5,5
2008,base.trunk.src.org.hsqldb.util,DatabaseManager,915,50,455,38
2007,base.trunk.src.org.hsqldb.test,TestSubselect,263,2,11,6
2012,base.trunk.src.org.hsqldb.test,TestSql,651,14,210,94
2014,base.trunk.src.org.hsqldb.test,TestCollation,139,1,5,5
2012,base.trunk.src.org.hsqldb.types,Types,352,4,41,14
2008,base.trunk.src.org.hsqldb.dbinfo,DINameSpace,206,1,6,6
2008,base.trunk.src.org.hsqldb,Row,109,1,6,6
2010,base.trunk.src.org.hsqldb.types,BlobDataID,161,10,75,14
2015,base.trunk.src.org.hsqldb,ParserDQL,4699,107,709,18
2013,base.trunk.src.org.hsqldb,HsqlNameManager,341,2,12,6
2019,base.trunk.src.org.hsqldb,RowAction,654,13,103,13
2015,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2009,base.trunk.src.org.hsqldb.util,TransferSQLText,636,23,181,22
2012,base.trunk.src.org.hsqldb.lib.tar,TarReader,466,4,22,7
2011,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,182,1,15,15
2013,base.trunk.src.org.hsqldb,HsqlDateTime,563,4,20,5
2019,base.trunk.src.org.hsqldb.util,Transfer,827,10,65,8
2017,base.trunk.src.org.hsqldb.test,TestSqlPeriodPredicates,210,2,10,5
2019,base.trunk.src.org.hsqldb,ExpressionColumn,884,23,140,9
2017,base.trunk.src.org.hsqldb,ParserBase,559,21,131,12
2012,base.trunk.src.org.hsqldb.store,BitMap,346,13,107,13
2017,base.trunk.src.org.hsqldb.types,TimeData,51,4,31,10
2007,base.trunk.src.org.hsqldb.test,TestBase,91,1,5,5
2019,base.trunk.src.org.hsqldb.test,TestBug785429,101,5,29,7
2011,base.trunk.src.org.hsqldb,ExpressionColumnAccessor,87,2,15,8
2010,base.trunk.src.org.hsqldb.persist,LobStoreRAFile,100,5,31,11
2009,base.trunk.src.org.hsqldb.rowio,RowInputBinary,159,2,20,11
2017,base.trunk.src.org.hsqldb,ExpressionColumn,790,19,115,8
2007,base.trunk.src.org.hsqldb,SQLFunction,1238,25,237,20
2017,base.trunk.src.org.hsqldb.types,IntervalType,1207,44,317,14
2011,base.trunk.src.org.hsqldb,StatementInsert,118,2,14,7
2011,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,288,22,259,25
2019,base.trunk.src.org.hsqldb.persist,DirectoryBlockCachedObject,83,3,18,6
2012,base.trunk.src.org.hsqldb.test,TestHarness,179,6,32,6
2019,base.trunk.src.org.hsqldb,HsqlNameManager,349,2,12,6
2010,base.trunk.src.org.hsqldb,TableWorks,871,12,76,11
2019,base.trunk.src.org.hsqldb.util,Grid,278,8,77,20
2012,base.trunk.src.org.hsqldb.lib,LongValueHashMap,123,15,99,14
2013,base.trunk.src.org.hsqldb.test,TestQuotes,93,2,11,6
2014,base.trunk.src.org.hsqldb.rights,Grantee,712,20,154,15
2012,base.trunk.src.org.hsqldb.index,IndexAVL,1188,56,451,20
2014,base.trunk.src.org.hsqldb.test,TestCascade,98,2,10,5
2011,base.trunk.src.org.hsqldb.test,TestViewAsterisks,349,4,30,10
2015,base.trunk.src.org.hsqldb.types,BinaryData,188,3,27,14
2015,base.trunk.src.org.hsqldb.types,IntervalType,1233,42,307,14
2010,base.trunk.src.org.hsqldb.persist,LockFile,638,10,65,11
2014,base.trunk.src.org.hsqldb.persist,Crypto,148,2,20,10
2012,base.trunk.src.org.hsqldb.util,ConnectionDialog,223,5,35,11
2017,base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,252,3,23,11
2014,base.trunk.src.org.hsqldb.lib,StringComparator,16,2,13,8
2017,base.trunk.src.org.hsqldb.server,ServerConfiguration,136,2,22,11
2013,base.trunk.src.org.hsqldb.lib,HashSet,107,1,5,5
2015,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1908,60,525,58
2012,base.trunk.src.org.hsqldb.lib,KMPSearchAlgorithm,278,23,211,16
2009,base.trunk.src.org.hsqldb.types,BlobType,121,18,126,13
2019,base.trunk.src.org.hsqldb,ParserDQL,4645,105,701,18
2017,base.trunk.src.org.hsqldb,RowAVLDisk,158,3,23,9
2007,base.trunk.src.org.hsqldb.server,Server,1107,5,33,9
2012,base.trunk.src.org.hsqldb.server,HsqlSocketFactorySecure,171,2,16,8
2014,base.trunk.src.org.hsqldb.test,TestDateTime,181,6,64,16
2017,base.trunk.src.org.hsqldb.map,BaseHashMap,1200,46,359,26
2007,base.trunk.src.org.hsqldb.lib,WrapperIterator,95,2,14,9
2017,base.trunk.src.org.hsqldb.jdbc,JDBCBlobFile,376,16,168,34
2012,base.trunk.src.org.hsqldb.rowio,RowOutputBinary,302,5,42,10
2011,base.trunk.src.org.hsqldb,SchemaObjectSet,398,15,108,12
2009,base.trunk.src.org.hsqldb.test,TestLobs,153,2,10,5
2019,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,329,9,83,19
2008,base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,84,6,45,10
2010,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorLinkedList,95,1,5,5
2011,base.trunk.src.org.hsqldb,ExpressionLike,255,3,15,5
2012,base.trunk.src.org.hsqldb.types,Charset,111,10,65,13
2012,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorData,456,19,175,16
2009,base.trunk.src.org.hsqldb.lib.tar,TarFileOutputStream,157,1,5,5
2008,base.trunk.src.org.hsqldb.test,TestBug785429,86,3,18,7
2017,base.trunk.src.org.hsqldb,ExpressionArithmetic,474,27,244,19
2009,base.trunk.src.org.hsqldb,ClientConnection,346,2,10,5
2014,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,284,2,49,37
2019,base.trunk.src.org.hsqldb,Row,102,4,24,7
2012,base.trunk.src.org.hsqldb.persist,TextCache,306,6,33,6
2008,base.trunk.src.org.hsqldb.cmdline,SqlFile,3661,26,166,11
2012,base.trunk.src.org.hsqldb.rowio,RowInputBase,183,3,25,10
2014,base.trunk.src.org.hsqldb.lib,RefCapablePropertyResourceBundle,258,2,30,15
2015,base.trunk.src.org.hsqldb.util,ConnectionDialog,223,5,35,11
2017,base.trunk.src.org.hsqldb.jdbc,JDBCStatementBase,140,1,5,5
2015,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,192,2,19,11
2008,base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,251,3,23,11
2008,base.trunk.src.org.hsqldb.store,BaseHashMap,960,33,267,26
2017,base.trunk.src.org.hsqldb.rights,GranteeManager,447,6,32,6
2008,base.trunk.src.org.hsqldb.jdbc,Util,103,1,5,5
2019,base.trunk.src.org.hsqldb,SchemaManager,2013,76,571,26
2012,base.trunk.src.org.hsqldb.persist,DataFileCacheSession,58,3,18,7
2013,base.trunk.src.org.hsqldb.lib,BaseList,111,2,14,9
2019,base.trunk.src.org.hsqldb.persist,IntArrayCachedObject,50,3,18,6
2013,base.trunk.src.org.hsqldb.types,Type,825,10,71,12
2010,base.trunk.src.org.hsqldb.lib,WrapperIterator,95,2,14,9
2010,base.trunk.src.org.hsqldb.server,Server,1107,5,33,9
2017,base.trunk.src.org.hsqldb,RangeVariable,1245,15,103,15
2019,base.trunk.src.org.hsqldb,StatementProcedure,234,4,28,10
2019,base.trunk.src.org.hsqldb.jdbc,JDBCBlobFile,376,16,168,34
2012,base.trunk.src.org.hsqldb.cmdline,SqlTool,544,1,5,5
2014,base.trunk.src.org.hsqldb,ParserDDL,3740,101,658,16
2009,base.trunk.src.org.hsqldb.test,TestBug808460,35,2,11,6
2012,base.trunk.src.org.hsqldb.test,TestGroupByHaving,182,8,52,9
2014,base.trunk.src.org.hsqldb,RowAction,653,13,103,13
2019,hsqldb.integration.extAuthWithSpring.src.org.hsqldb.sample,JdbcAppClass,65,1,9,9
2013,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,195,10,58,9
2010,base.trunk.src.org.hsqldb.jdbc,JDBCPreparedStatement,1537,39,287,19
2011,base.trunk.src.org.hsqldb.persist,DataFileCache,856,15,99,11
2014,base.trunk.src.org.hsqldb,TransactionManagerMVCC,564,24,221,23
2014,base.trunk.src.org.hsqldb.persist,RowStoreAVLDiskData,155,12,86,15
2012,base.trunk.src.org.hsqldb.lib,StringUtil,204,9,73,11
2014,base.trunk.src.org.hsqldb.persist,RAFileSimple,89,5,50,19
2015,base.trunk.src.org.hsqldb,QueryExpression,780,5,30,8
2008,base.trunk.src.org.hsqldb.cmdline,SqlTool,473,1,7,7
2015,base.trunk.src.org.hsqldb.test,TestHarness,179,6,32,6
2010,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,91,6,53,15
2010,base.trunk.src.org.hsqldb.util.preprocessor,Defines,125,3,19,7
2010,base.trunk.src.org.hsqldb.test,TestTextTable,344,2,10,5
2010,base.trunk.src.org.hsqldb.rowio,RowInputBinary,174,3,23,13
2011,base.trunk.src.org.hsqldb,ParserDQL,4441,109,711,16
2010,base.trunk.src.org.hsqldb,ExpressionLogical,1629,46,301,13
2017,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,161,20,214,19
2008,base.trunk.src.org.hsqldb.lib,ArrayUtil,571,16,98,13
2009,base.trunk.src.org.hsqldb.persist,RowStoreCached,123,11,66,8
2013,base.trunk.src.org.hsqldb,StatementQuery,57,2,17,9
2019,base.trunk.src.org.hsqldb.lib,RefCapablePropertyResourceBundle,258,2,30,15
2013,base.trunk.src.org.hsqldb.test,TestNullInUnion,44,1,30,30
2011,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,4774,281,2315,54
2017,base.trunk.src.org.hsqldb,SessionData,471,10,66,12
2009,base.trunk.src.org.hsqldb,StatementSimple,209,4,31,9
2013,base.trunk.src.org.hsqldb.rowio,RowInputText,360,25,191,13
2019,base.trunk.src.org.hsqldb.test,TestQuotes,93,2,11,6
2017,base.trunk.src.org.hsqldb.types,ClobInputStream,95,4,51,22
2010,base.trunk.src.org.hsqldb,Collation,211,4,26,8
2012,base.trunk.src.org.hsqldb.lib.tar,RB,122,2,49,37
2007,base.trunk.src.org.hsqldb.server,ServerConnection,1189,16,96,8
2017,base.trunk.src.org.hsqldb,TransactionManagerCommon,533,21,134,8
2008,base.trunk.src.org.hsqldb.types,ClobDataID,78,4,24,7
2019,base.trunk.src.org.hsqldb.jdbc,JDBCCallableStatement,785,12,94,14
2015,base.trunk.src.org.hsqldb,Schema,239,4,24,7
2013,base.trunk.src.org.hsqldb,FunctionSQL,1572,34,267,15
2009,base.trunk.src.org.hsqldb,HsqlDateTime,256,2,10,5
2015,base.trunk.src.org.hsqldb.test,TestAllTypes,304,10,61,9
2010,base.trunk.src.org.hsqldb,SchemaManager,1947,68,514,26
2011,base.trunk.src.org.hsqldb,StatementDMQL,507,9,92,28
2019,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,121,20,221,22
2009,base.trunk.src.org.hsqldb.types,BooleanType,157,18,120,12
2015,base.trunk.src.org.hsqldb.test,TestTypeConversion,125,2,12,6
2013,base.trunk.src.org.hsqldb.persist,ScaledRAFileNIO,375,31,228,15
2013,base.trunk.src.org.hsqldb,ExpressionAccessor,113,8,66,15
2007,base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,59,4,25,8
2019,base.trunk.src.org.hsqldb.types,TimeData,51,3,22,10
2011,base.trunk.src.org.hsqldb.types,OtherType,111,9,56,10
2017,base.trunk.src.org.hsqldb.lib,ArrayUtil,915,27,165,13
2009,base.trunk.src.org.hsqldb.util,CSVWriter,55,1,5,5
2007,base.trunk.src.org.hsqldb.types,BlobDataID,161,10,75,14
2017,base.trunk.src.org.hsqldb.lib,FileUtil,300,1,15,15
2012,base.trunk.src.org.hsqldb,StatementSchemaDefinition,143,8,61,13
2015,base.trunk.src.org.hsqldb.lib,HashMappedList,130,2,11,6
2019,base.trunk.src.org.hsqldb.types,UserTypeModifier,144,3,20,8
2014,base.trunk.src.org.hsqldb.util,TransferCommon,67,2,10,5
2011,base.trunk.src.org.hsqldb.test,AbstractTestOdbc,128,2,12,6
2017,base.trunk.src.org.hsqldb,RangeVariableJoined,207,2,26,15
2015,base.trunk.src.org.hsqldb.index,IndexAVL,1294,52,416,20
2010,base.trunk.src.org.hsqldb.test,TestBase,91,1,5,5
2019,base.trunk.src.org.hsqldb.types,ArrayType,348,21,170,17
2009,base.trunk.src.org.hsqldb.rights,GranteeManager,403,5,25,5
2017,base.trunk.src.org.hsqldb.util,Grid,278,8,77,20
2014,base.trunk.src.org.hsqldb.rowio,RowOutputBinary180,45,1,6,6
2015,base.trunk.src.org.hsqldb,TableWorks,917,11,70,11
2015,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,418,4,26,7
2014,base.trunk.src.org.hsqldb,ParserCommand,1546,21,196,17
2014,base.trunk.src.org.hsqldb.types,CharacterType,847,36,270,18
2009,base.trunk.src.org.hsqldb.types,DTIType,336,1,6,6
2017,base.trunk.src.org.hsqldb.rowio,RowInputBinary180,44,1,6,6
2011,base.trunk.src.org.hsqldb.persist,RowStoreAVLMemory,131,13,101,16
2013,base.trunk.src.org.hsqldb.test,TestLibSpeed,166,2,18,9
2008,base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareStatementTest,121,10,118,28
2017,base.trunk.src.org.hsqldb.test,TestPeriodPredicates,697,162,1368,17
2019,base.trunk.src.org.hsqldb.lib,CountdownInputStream,71,2,10,5
2013,base.trunk.src.org.hsqldb.types,ClobDataID,158,12,76,12
2010,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,145,15,166,19
2019,base.trunk.src.org.hsqldb,ExpressionArithmetic,477,26,228,19
2007,base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,33,1,6,6
2019,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorClient,158,3,36,15
2014,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,74,1,6,6
2017,base.trunk.src.org.hsqldb.lib,IntIndex,372,31,268,40
2011,base.trunk.src.org.hsqldb.test,TestBase,91,1,5,5
2013,base.trunk.src.org.hsqldb.lib,ArrayUtil,915,28,171,13
2012,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,443,20,135,8
2013,base.trunk.src.org.hsqldb,NumberSequence,503,23,306,26
2009,base.trunk.src.org.hsqldb.lib,StringComparator,15,3,22,9
2010,base.trunk.src.org.hsqldb.persist,DataFileCache,856,15,99,11
2007,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,443,18,122,8
2015,base.trunk.src.org.hsqldb,TableBase,351,1,5,5
2017,base.trunk.src.org.hsqldb,StatementSignal,95,13,116,17
2019,base.trunk.src.org.hsqldb.test,TestLibSpeed,166,2,18,9
2007,base.trunk.src.org.hsqldb.util,ConnectionDialog,223,7,48,11
2014,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,2117,35,336,42
2007,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,205,1,6,6
2008,base.trunk.src.org.hsqldb.test,TestSubQueriesInPreparedStatements,84,2,10,5
2017,base.trunk.src.org.hsqldb.persist,RowStoreAVL,357,1,7,7
2008,base.trunk.src.org.hsqldb.lib,HashMap,118,15,138,18
2014,base.trunk.src.org.hsqldb.types,NullType,61,1,5,5
2014,base.trunk.src.org.hsqldb.lib,ArraySort,112,2,13,8
2010,base.trunk.src.org.hsqldb.jdbc,JDBCResultSetMetaData,231,8,64,11
2015,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,421,12,79,8
2009,base.trunk.src.org.hsqldb,ExpressionLogical,1209,28,199,15
2008,base.trunk.src.org.hsqldb.util,ConnectionDialogCommon,190,2,12,6
2009,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,96,5,29,6
2015,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorData,462,17,188,17
2011,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,145,15,166,19
2015,base.trunk.src.org.hsqldb.types,ClobType,140,11,75,13
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,187,5,37,9
2009,base.trunk.src.org.hsqldb.lib,StringConverter,367,2,10,5
2008,base.trunk.src.org.hsqldb.types,ClobDataMemory,121,3,17,6
2014,base.trunk.src.org.hsqldb.jdbc.pool,JDBCPooledDataSource,43,1,10,10
2015,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,88,4,24,7
2015,base.trunk.src.org.hsqldb,ParserBase,567,16,104,12
2010,base.trunk.src.org.hsqldb.persist,RowStoreAVLMemory,131,13,101,16
2014,base.trunk.src.org.hsqldb.test,TestBug808460,35,2,11,6
2017,base.trunk.src.org.hsqldb,StatementResultUpdate,145,3,38,28
2009,base.trunk.src.org.hsqldb,StatementInsert,142,3,21,7
2014,base.trunk.src.org.hsqldb,ParserDML,897,32,266,25
2014,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,111,14,132,16
2015,base.trunk.src.org.hsqldb.types,Types,348,4,41,14
2013,base.trunk.src.org.hsqldb.lib,StringConverter,437,2,10,5
2019,base.trunk.src.org.hsqldb.rowio,RowOutputTextQuoted,25,1,5,5
2010,base.trunk.src.org.hsqldb.test,AbstractTestOdbc,128,2,12,6
2011,base.trunk.src.org.hsqldb.types,BlobType,150,16,106,13
2008,base.trunk.test.org.hsqldb.jdbc,jdbcPreparedStatementTest,644,12,117,23
2009,base.trunk.src.org.hsqldb,ExpressionArithmetic,297,28,279,19
2015,base.trunk.src.org.hsqldb.lib,HsqlByteArrayOutputStream,247,2,11,6
2015,base.trunk.src.org.hsqldb.lib,FrameworkLogger,366,5,34,8
2012,base.trunk.src.org.hsqldb.test,TestHashStructures,394,10,66,10
2007,base.trunk.src.org.hsqldb.types,CharacterType,847,35,243,12
2009,base.trunk.src.org.hsqldb,CachedRow,128,1,6,6
2012,base.trunk.src.org.hsqldb.persist,ScriptRunner,195,2,10,5
2011,base.trunk.src.org.hsqldb.lib,WrapperIterator,95,2,14,9
2017,base.trunk.src.org.hsqldb,RangeVariableResolver,929,9,49,7
2009,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,244,2,11,6
2015,base.trunk.src.org.hsqldb.types,NumberType,1469,71,445,11
2011,base.trunk.src.org.hsqldb.server,Server,1107,5,33,9
2008,base.trunk.src.org.hsqldb.types,CharacterType,572,37,262,19
2012,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,265,12,113,23
2014,base.trunk.src.org.hsqldb.test,TestBug778213,105,7,40,9
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,111,13,126,16
2011,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,418,14,163,25
2009,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,112,15,150,18
2009,base.trunk.src.org.hsqldb.types,BitType,348,19,162,19
2019,base.trunk.src.org.hsqldb.server,ServerConfiguration,138,2,22,11
2017,base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,45,5,34,13
2008,base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,59,4,26,8
2015,base.trunk.src.org.hsqldb.lib,HsqlTaskQueue,87,1,6,6
2019,base.trunk.src.org.hsqldb.test,TestNullInUnion,44,1,30,30
2007,base.trunk.src.org.hsqldb.jdbc,jdbcColumnMetaData,52,1,6,6
2012,base.trunk.src.org.hsqldb.server,ServerProperties,196,1,5,5
2017,base.trunk.src.org.hsqldb,StatementSet,275,14,152,24
2013,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,326,8,76,19
2013,base.trunk.src.org.hsqldb.test,TestBug1191815,64,3,17,7
2012,base.trunk.src.org.hsqldb.test,TestDatetimeSimple,189,3,16,6
2010,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,4774,281,2315,54
2017,base.trunk.src.org.hsqldb,Database,475,1,5,5
2014,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,418,4,26,7
2010,base.trunk.src.org.hsqldb,ParserDQL,4441,109,711,16
2008,base.trunk.src.org.hsqldb.lib,LongDeque,153,6,55,23
2013,base.trunk.src.org.hsqldb.types,BlobInputStream,82,4,51,22
2011,base.trunk.src.org.hsqldb.rowio,RowInputBinary,174,3,23,13
2009,base.trunk.src.org.hsqldb.util,TransferCommon,67,2,10,5
2011,base.trunk.src.org.hsqldb.test,TestTextTable,344,2,10,5
