versionDate,packageName,className,classSize,duplicateCount,duplicateLines,largestDuplicate
2008,base.trunk.src.org.hsqldb.test,HsqldbTestCase,84,1,5,5
2013,base.trunk.src.org.hsqldb.lib,Storage,17,1,12,12
2010,base.trunk.src.org.hsqldb.test,TestOdbcService,290,27,235,27
2007,base.trunk.src.org.hsqldb,CompiledStatementManager,177,2,20,10
2010,base.trunk.src.org.hsqldb.persist,ScaledRAFile,334,5,32,9
2011,base.trunk.src.org.hsqldb,ExpressionAggregate,205,14,126,23
2014,base.trunk.src.org.hsqldb.util.preprocessor,Document,200,1,5,5
2010,base.trunk.src.org.hsqldb.types,DTIType,335,1,6,6
2010,base.trunk.src.org.hsqldb.util,Tree,253,10,101,20
2014,base.trunk.src.org.hsqldb.persist,PersistentStoreCollectionSession,238,4,20,5
2017,base.trunk.src.org.hsqldb.persist,TextFileReader,198,12,115,28
2010,base.trunk.src.org.hsqldb,StatementProcedure,239,4,32,12
2011,base.trunk.src.org.hsqldb.persist,HsqlProperties,355,2,10,5
2017,base.trunk.src.org.hsqldb.server,WebServer,73,3,21,9
2011,base.trunk.src.org.hsqldb.lib,OrderedHashSet,99,2,11,6
2008,base.trunk.src.org.hsqldb.test,TestHashStructures,390,10,62,10
2011,base.trunk.src.org.hsqldb,RowAVLDisk,158,1,9,9
2013,base.trunk.src.org.hsqldb,FunctionSQLInvoked,217,4,30,10
2015,base.trunk.src.org.hsqldb,StatementDML,1186,19,140,19
2013,base.trunk.src.org.hsqldb.sample,FindFile,80,2,11,6
2013,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,168,7,45,8
2019,base.trunk.src.org.hsqldb.types,Types,348,4,41,14
2014,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2019,base.trunk.src.org.hsqldb.rowio,RowOutputBase,175,4,36,10
2017,base.trunk.src.org.hsqldb.test,TestUtil,736,30,255,15
2019,base.trunk.src.org.hsqldb.test,TestUtil,779,27,214,14
2019,base.trunk.src.org.hsqldb,ExpressionLogical,1726,46,303,14
2015,base.trunk.src.org.hsqldb.util.preprocessor,Token,62,3,18,6
2011,base.trunk.src.org.hsqldb.test,TestJDBCGeneratedColumns,157,9,55,9
2011,base.trunk.src.org.hsqldb.lib,CountdownInputStream,71,2,10,5
2012,base.trunk.src.org.hsqldb,Constraint,630,9,61,13
2014,base.trunk.src.org.hsqldb,ClientConnection,385,2,10,5
2014,base.trunk.src.org.hsqldb,StatementSession,537,14,104,22
2010,base.trunk.src.org.hsqldb,StatementExpression,109,13,132,24
2019,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,1616,38,270,14
2014,base.trunk.src.org.hsqldb.util,TransferTable,296,25,222,17
2011,base.trunk.src.org.hsqldb,ExpressionOp,578,23,223,31
2015,base.trunk.src.org.hsqldb.util,TransferDb,670,10,74,14
2017,base.trunk.src.org.hsqldb,StatementSimple,126,15,145,17
2012,base.trunk.src.org.hsqldb.lib,OrderedIntKeyHashMap,115,19,242,25
2007,base.trunk.src.org.hsqldb.types,BlobDataRemoteClient,116,5,28,7
2012,base.trunk.src.org.hsqldb.util,TransferSQLText,636,23,181,22
2012,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,136,5,59,17
2011,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,192,1,8,8
2013,base.trunk.src.org.hsqldb,Scanner,1776,40,268,11
2013,base.trunk.src.org.hsqldb.test,TestStoredProcedure,361,11,84,14
2008,base.trunk.src.org.hsqldb,DatabaseScript,606,4,34,10
2010,base.trunk.src.org.hsqldb.test,TestKarl,179,2,20,10
2009,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,136,5,59,17
2014,base.trunk.src.org.hsqldb.test,TestBatchExecution,283,8,57,10
2014,base.trunk.src.org.hsqldb.types,BinaryData,190,3,27,14
2008,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2010,base.trunk.src.org.hsqldb.test,TestTriggers,109,2,10,5
2010,base.trunk.src.org.hsqldb,TableBase,334,1,5,5
2011,base.trunk.src.org.hsqldb,ExpressionLogical,1629,48,314,13
2010,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,147,22,234,19
2007,base.trunk.src.org.hsqldb.test,TestAny,53,2,12,6
2015,base.trunk.src.org.hsqldb.test,TestMultiInsert,91,5,42,11
2010,base.trunk.src.org.hsqldb.lib,HsqlDeque,203,13,90,14
2019,base.trunk.src.org.hsqldb,ClientConnection,414,3,21,11
2014,base.trunk.src.org.hsqldb.util,TransferDb,670,10,74,14
2019,base.trunk.src.org.hsqldb,Table,1966,28,193,14
2008,base.trunk.src.org.hsqldb.lib,IntValueHashMap,130,12,74,9
2019,base.trunk.src.org.hsqldb.rowio,RowInputBase,191,5,36,10
2014,base.trunk.src.org.hsqldb.persist,RAStorageWrapper,55,3,38,19
2019,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,354,3,23,8
2008,base.trunk.src.org.hsqldb.test,TestStoredProcedure,65,2,11,6
2011,base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,52,2,10,5
2011,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorClient,166,3,36,15
2014,base.trunk.src.org.hsqldb.persist,LobStoreInJar,94,8,73,20
2010,base.trunk.src.org.hsqldb,TriggerDef,416,8,72,20
2008,base.trunk.src.org.hsqldb.index,Node,65,2,12,6
2012,base.trunk.src.org.hsqldb.test,TestSqlPersistent,362,6,125,94
2017,base.trunk.src.org.hsqldb.util,Transfer,828,10,65,8
2012,base.trunk.src.org.hsqldb.cmdline.sqltool,Calculator,292,4,48,18
2014,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,128,1,6,6
2014,base.trunk.src.org.hsqldb.lib,HsqlTimer,334,1,6,6
2017,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,51,1,6,6
2009,base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,50,5,34,13
2007,base.trunk.src.org.hsqldb,Session,1360,6,40,10
2017,base.trunk.src.org.hsqldb.index,NodeAVLDisk,353,29,195,18
2017,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBase,251,2,21,15
2014,base.trunk.src.org.hsqldb.auth,LdapAuthBean,360,4,80,62
2010,base.trunk.src.org.hsqldb.test,TestDbBackup,447,9,52,8
2011,base.trunk.src.org.hsqldb.types,IntervalType,1207,43,312,14
2015,base.trunk.src.org.hsqldb,ParserRoutine,1616,35,264,14
2007,base.trunk.src.org.hsqldb.util,Tree,253,10,101,20
2017,base.trunk.src.org.hsqldb.test,TestLobs,635,29,294,38
2009,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBinary,75,1,6,6
2011,base.trunk.src.org.hsqldb.lib,IntValueHashMap,159,22,172,16
2007,base.trunk.src.org.hsqldb.lib,HsqlDeque,203,13,90,14
2013,base.trunk.src.org.hsqldb.persist,ScriptRunner,195,2,10,5
2013,base.trunk.src.org.hsqldb.test,TestHashStructures,394,10,66,10
2017,base.trunk.src.org.hsqldb.rights,Right,693,4,22,6
2012,base.trunk.src.org.hsqldb.lib,ArrayUtil,915,28,171,13
2015,base.trunk.src.org.hsqldb.lib,StringComparator,16,2,13,8
2017,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,354,4,28,8
2007,base.trunk.src.org.hsqldb.util,ConnectionDialogCommon,191,2,12,6
2015,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,103,3,18,7
2017,base.trunk.src.org.hsqldb,FunctionCustom,2469,25,155,10
2019,base.trunk.src.org.hsqldb.types,ClobInputStream,95,3,43,22
2009,base.trunk.src.org.hsqldb.test,TestSubQueriesInPreparedStatements,84,2,10,5
2013,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,443,20,135,8
2015,base.trunk.src.org.hsqldb.jdbc,JDBCArray,148,7,75,17
2017,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,191,9,46,6
2007,base.trunk.src.org.hsqldb,CompiledStatementExecutor,830,11,65,8
2015,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,147,21,217,19
2013,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,265,12,113,23
2011,base.trunk.src.org.hsqldb,Routine,1002,7,45,8
2012,base.trunk.src.org.hsqldb,NumberSequence,503,23,306,26
2015,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1066,12,87,8
2011,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,82,1,9,9
2014,base.trunk.src.org.hsqldb.test,TestBench,755,45,535,38
2010,base.trunk.src.org.hsqldb.persist,RowStoreAVLDisk,211,15,102,16
2013,base.trunk.src.org.hsqldb.server,ServerProperties,196,1,5,5
2012,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,326,8,76,19
2013,base.trunk.src.org.hsqldb.test,TestDatetimeSimple,189,3,16,6
2012,base.trunk.src.org.hsqldb.test,TestBug1191815,64,3,17,7
2014,base.trunk.src.org.hsqldb.lib,HsqlTaskQueue,87,1,6,6
2010,base.trunk.src.org.hsqldb,Session,1360,6,40,10
2011,base.trunk.src.org.hsqldb.types,BinaryType,533,28,204,12
2012,base.trunk.src.org.hsqldb.types,BlobInputStream,82,4,51,22
2011,base.trunk.src.org.hsqldb,RowAVL,73,1,7,7
2008,base.trunk.src.org.hsqldb.types,BlobDataID,69,4,29,9
2010,base.trunk.src.org.hsqldb,ColumnSchema,241,3,16,6
2007,base.trunk.src.org.hsqldb,GroupedResult,107,1,9,9
2012,base.trunk.src.org.hsqldb.result,Result,1078,14,86,10
2019,base.trunk.src.org.hsqldb.jdbc,JDBCArrayBasic,113,7,75,17
2019,base.trunk.src.org.hsqldb.persist,RowStoreAVLDiskData,176,16,106,12
2009,base.trunk.src.org.hsqldb.test,TestOdbcTypes,1282,183,2036,25
2017,base.trunk.src.org.hsqldb.test,TestSql,651,15,216,94
2007,base.trunk.src.org.hsqldb.test,AllSimpleTests,33,1,5,5
2019,base.trunk.src.org.hsqldb.persist,RAShadowFile,223,4,23,7
2009,base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,253,5,29,7
2013,base.trunk.src.org.hsqldb,Table,1907,26,184,14
2017,base.trunk.src.org.hsqldb.lib,LongDeque,196,13,90,14
2008,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,96,5,29,6
2017,base.trunk.src.org.hsqldb,RowAVLDiskData,121,3,22,9
2009,base.trunk.src.org.hsqldb.test,TestCacheSize,666,52,426,18
2019,base.trunk.src.org.hsqldb.test,TestStressInsert,132,2,16,8
2012,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,199,7,40,7
2013,base.trunk.src.org.hsqldb.types,Collation,298,7,60,12
2015,base.trunk.src.org.hsqldb.util,TransferSQLText,636,23,181,22
2012,base.trunk.src.org.hsqldb.persist,TextFileReader,198,4,22,6
2012,base.trunk.src.org.hsqldb.persist,ScaledRAFileSimple,77,2,14,9
2012,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,421,12,79,8
2019,base.trunk.src.org.hsqldb.rights,GranteeManager,450,6,32,6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcResultSetTest,1125,78,459,23
2014,base.trunk.src.org.hsqldb,StatementCommand,938,26,168,22
2009,base.trunk.src.org.hsqldb.types,TimestampData,49,3,26,10
2019,base.trunk.src.org.hsqldb.persist,RAFileNIO,358,17,110,12
2019,base.trunk.src.org.hsqldb,TableWorks,885,12,76,11
2013,base.trunk.src.org.hsqldb.types,TimestampData,52,3,26,10
2012,base.trunk.src.org.hsqldb.types,BooleanType,194,19,130,12
2019,base.trunk.src.org.hsqldb.lib,CharArrayWriter,98,1,5,5
2017,base.trunk.src.org.hsqldb.persist,LobManager,1181,37,283,21
2014,base.trunk.src.org.hsqldb.jdbc,JDBCCommonDataSource,102,1,5,5
2017,base.trunk.src.org.hsqldb.jdbc.pool,JDBCXADataSource,75,1,10,10
2014,base.trunk.src.org.hsqldb.test,TestMerge,279,22,145,11
2012,base.trunk.src.org.hsqldb.persist,ScaledRAFileInJar,161,8,67,20
2008,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,244,2,11,6
2009,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorLinkedList,82,1,5,5
2008,base.trunk.src.org.hsqldb,Constraint,419,2,15,9
2015,base.trunk.src.org.hsqldb.persist,HsqlProperties,370,2,10,5
2014,base.trunk.src.org.hsqldb.jdbc,JDBCArrayBasic,113,7,75,17
2008,base.trunk.src.org.hsqldb.test,TestSelf,466,4,29,11
2011,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,191,10,55,9
2009,base.trunk.src.org.hsqldb.sample,TriggerSample,294,5,31,8
2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1903,56,499,58
2014,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,114,20,212,19
2019,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,168,7,45,8
2009,base.trunk.src.org.hsqldb.test,AbstractTestOdbc,133,2,12,6
2015,base.trunk.integration.hibernate_3_3_1.src.org.hibernate.dialect,HSQLDialect,377,2,12,6
2014,base.trunk.src.org.hsqldb.types,DateTimeType,1255,36,267,17
2015,base.trunk.src.org.hsqldb.types,Charset,168,12,75,13
2012,base.trunk.src.org.hsqldb.lib,StringConverter,437,2,10,5
2014,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,118,20,221,22
2019,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,146,6,66,17
2011,base.trunk.src.org.hsqldb.lib,FrameworkLogger,298,3,20,8
2009,base.trunk.src.org.hsqldb.types,NullType,62,2,11,6
2007,base.trunk.src.org.hsqldb.test,TestKarl,179,2,20,10
2019,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,274,11,92,14
2009,base.trunk.src.org.hsqldb.test,TestTextTable,346,2,10,5
2017,base.trunk.src.org.hsqldb,StatementExpression,109,14,139,24
2019,base.trunk.src.org.hsqldb.jdbc,JDBCParameterMetaData,157,7,55,11
2017,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,107,19,242,25
2015,base.trunk.src.org.hsqldb.result,ResultLob,494,10,66,11
2017,base.trunk.src.org.hsqldb.util,CodeSwitcher,295,4,22,6
2017,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,80,1,6,6
2011,base.trunk.src.org.hsqldb.persist,RowStoreAVLDisk,211,15,102,16
2012,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,195,10,58,9
2015,base.trunk.src.org.hsqldb.rowio,RowOutputTextQuoted,25,1,5,5
2012,base.trunk.src.org.hsqldb.persist,ScaledRAFileNIO,375,31,228,15
2014,base.trunk.src.org.hsqldb,StatementHandler,136,2,12,7
2012,base.trunk.src.org.hsqldb,ExpressionAccessor,113,8,66,15
2007,base.trunk.src.org.hsqldb.rowio,RowInputText,360,24,186,13
2009,base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,252,3,23,11
2012,base.trunk.src.org.hsqldb,FunctionSQL,1572,34,267,15
2019,base.trunk.src.org.hsqldb.jdbc,JDBCPreparedStatement,1545,41,299,19
2015,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,409,15,202,24
2013,base.trunk.src.org.hsqldb,StatementSchemaDefinition,143,8,61,13
2014,base.trunk.src.org.hsqldb.lib,OrderedLongHashSet,82,6,44,11
2017,base.trunk.src.org.hsqldb,SetFunction,470,6,46,12
2017,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,161,5,32,7
2007,base.trunk.src.org.hsqldb.lib,CountdownInputStream,71,2,10,5
2017,base.trunk.src.org.hsqldb,StatementCompound,589,13,118,26
2007,base.trunk.src.org.hsqldb.test,TestJDBCGeneratedColumns,157,9,55,9
2010,base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,79,6,51,11
2010,base.trunk.src.org.hsqldb.lib,FrameworkLogger,298,3,20,8
2019,base.trunk.src.org.hsqldb.util,Tree,253,10,101,20
2019,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,421,12,79,8
2015,base.trunk.src.org.hsqldb.types,DTIType,337,1,6,6
2008,base.trunk.src.org.hsqldb.test,TestUtil,645,29,270,42
2009,base.trunk.src.org.hsqldb.persist,RowStoreText,79,1,8,8
2014,base.trunk.src.org.hsqldb.cmdline.sqltool,SqlFileScanner,773,5,33,9
2017,base.trunk.src.org.hsqldb,QueryExpression,690,6,38,12
2019,base.trunk.src.org.hsqldb.test,TestTypeConversion,127,5,29,7
2012,base.trunk.src.org.hsqldb.types,ClobDataID,158,12,76,12
2017,base.trunk.src.org.hsqldb,ExpressionValue,51,7,52,11
2009,base.trunk.src.org.hsqldb.dbinfo,DITypeInfo,615,14,80,14
2014,base.trunk.src.org.hsqldb.test,TestTypeConversion,127,5,32,10
2012,base.trunk.src.org.hsqldb.test,TestLibSpeed,166,2,18,9
2010,base.trunk.src.org.hsqldb.lib,IntValueHashMap,159,22,172,16
2009,base.trunk.src.org.hsqldb.cmdline,SqlFile,3805,34,227,11
2007,base.trunk.src.org.hsqldb.index,DiskNode,190,1,6,6
2009,base.trunk.src.org.hsqldb,StatementQuery,52,2,10,5
2010,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,191,10,55,9
2017,base.trunk.src.org.hsqldb.lib,HsqlArrayList,210,4,29,8
2015,base.trunk.src.org.hsqldb.jdbc,JDBCPreparedStatement,1544,42,307,19
2017,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,82,6,44,11
2017,base.trunk.src.org.hsqldb,QuerySpecification,1723,12,75,12
2015,base.trunk.src.org.hsqldb,StatementSession,549,13,99,22
2007,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,192,1,8,8
2017,base.trunk.src.org.hsqldb,StatementCommand,938,27,173,22
2009,base.trunk.src.org.hsqldb.lib,BaseList,111,2,14,9
2013,base.trunk.src.org.hsqldb.rowio,RowInputBase,183,3,25,10
2010,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,82,1,9,9
2017,base.trunk.src.org.hsqldb.jdbc,JDBCPreparedStatement,1537,38,280,19
2012,base.trunk.src.org.hsqldb.lib,BaseList,111,2,14,9
2009,base.trunk.src.org.hsqldb.types,OtherType,111,7,38,6
2017,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,121,2,13,8
2013,base.trunk.src.org.hsqldb.persist,DataFileCacheSession,58,3,18,7
2013,base.trunk.src.org.hsqldb.map,BitMap,490,11,89,13
2013,base.trunk.src.org.hsqldb.cmdline,SqlTool,544,1,5,5
2008,base.trunk.src.org.hsqldb.navigator,LinkedListRowSetNavigator,81,1,5,5
2015,base.trunk.src.org.hsqldb.test,TestCacheSize,675,51,425,18
2012,base.trunk.src.org.hsqldb.types,Type,825,10,71,12
2019,base.trunk.src.org.hsqldb.server,PgType,327,6,42,10
2019,base.trunk.src.org.hsqldb.test,TestLobs,673,27,286,38
2014,base.trunk.src.org.hsqldb.test,TestCacheSize,675,51,425,18
2009,base.trunk.src.org.hsqldb,ParserRoutine,1039,27,226,13
2009,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1017,12,87,8
2013,base.trunk.src.org.hsqldb.test,TestGroupByHaving,182,8,52,9
2014,base.trunk.src.org.hsqldb.jdbc,JDBCCallableStatement,782,12,94,14
2007,base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,52,2,10,5
2009,base.trunk.src.org.hsqldb,StatementSchema,831,18,135,16
2014,base.trunk.src.org.hsqldb.rowio,RowOutputBase,176,4,36,10
2019,base.trunk.src.org.hsqldb.test,TestHashStructures,394,10,66,10
2013,base.trunk.src.org.hsqldb.lib,StringUtil,204,9,73,11
2017,base.trunk.src.org.hsqldb.lib,DataOutputStream,77,2,10,5
2009,base.trunk.src.org.hsqldb.server,Server,1040,1,17,17
2011,base.trunk.src.org.hsqldb.auth,AuthUtils,53,2,13,8
2013,base.trunk.src.org.hsqldb.persist,TextCache,306,6,33,6
2011,base.trunk.src.org.hsqldb.types,NumberType,1483,68,429,11
2007,base.trunk.src.org.hsqldb.lib,OrderedHashSet,99,2,11,6
2017,base.trunk.src.org.hsqldb.lib,CharArrayWriter,98,1,5,5
2008,base.trunk.src.org.hsqldb.jdbc,jdbcColumnMetaData,52,1,6,6
2009,base.trunk.src.org.hsqldb.persist,Log,572,6,35,6
2011,base.trunk.src.org.hsqldb,ExpressionTable,169,8,48,9
2011,base.trunk.src.org.hsqldb,ColumnSchema,241,3,16,6
2012,base.trunk.src.org.hsqldb.test,TestNullInUnion,44,1,30,30
2009,base.trunk.src.org.hsqldb.types,IntervalType,1074,37,270,14
2008,base.trunk.src.org.hsqldb.persist,ScaledRAFileHybrid,104,1,9,9
2010,base.trunk.src.org.hsqldb,RowAVL,73,1,7,7
2008,base.trunk.src.org.hsqldb.persist,ScaledRAFileInJar,136,7,35,5
2011,base.trunk.src.org.hsqldb,Session,1360,6,40,10
2010,base.trunk.src.org.hsqldb.types,BinaryType,533,28,204,12
2012,base.trunk.src.org.hsqldb,StatementQuery,57,2,17,9
2017,base.trunk.src.org.hsqldb,ReferenceObject,50,7,47,10
2008,base.trunk.src.org.hsqldb.test,TestTimestamp,214,4,21,6
2017,base.trunk.src.org.hsqldb.types,BinaryUUIDType,374,32,314,28
2019,base.trunk.src.org.hsqldb.persist,Log,551,11,63,7
2017,base.trunk.src.org.hsqldb,Expression,1328,44,331,18
2012,base.trunk.src.org.hsqldb.rowio,RowInputText,360,25,191,13
2014,base.trunk.src.org.hsqldb.types,UserTypeModifier,142,3,20,8
2017,base.trunk.src.org.hsqldb.rowio,RowOutputText,241,3,28,11
2014,base.trunk.src.org.hsqldb.types,ClobType,136,11,80,13
2013,base.trunk.src.org.hsqldb.lib.tar,RB,122,2,49,37
2009,base.trunk.src.org.hsqldb.test,TestBug778213,105,8,46,9
2019,base.trunk.src.org.hsqldb,StatementResultUpdate,148,3,38,28
2019,base.trunk.src.org.hsqldb.util.preprocessor,Token,62,3,18,6
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,1154,14,93,9
2017,base.trunk.src.org.hsqldb.persist,RAShadowFile,207,4,33,12
2009,base.trunk.src.org.hsqldb.types,UserTypeModifier,142,2,13,7
2011,base.trunk.src.org.hsqldb.store,ValuePoolHashMap,241,33,224,19
2015,base.trunk.src.org.hsqldb,RangeVariable,1453,14,92,15
2017,base.trunk.src.org.hsqldb,Routine,1002,7,45,8
2012,base.trunk.src.org.hsqldb.types,BinaryData,190,3,27,14
2017,base.trunk.src.org.hsqldb.lib,FrameworkLogger,298,3,20,8
2019,base.trunk.src.org.hsqldb,FunctionCustom,3052,39,256,11
2011,base.trunk.src.org.hsqldb,StatementSimple,126,10,92,14
2008,base.trunk.src.org.hsqldb,TableWorks,774,10,69,11
2015,base.trunk.src.org.hsqldb.test,TestLibSpeed,166,2,18,9
2011,base.trunk.src.org.hsqldb.jdbc.pool,JDBCXADataSource,75,1,10,10
2008,base.trunk.src.org.hsqldb.lib,HashMappedList,126,2,11,6
2011,base.trunk.src.org.hsqldb.persist,LobManager,1181,37,283,21
2012,base.trunk.src.org.hsqldb.util,TransferTable,296,25,222,17
2009,base.trunk.src.org.hsqldb.util,ZaurusChoice,59,3,17,7
2009,base.trunk.src.org.hsqldb,StatementDML,701,7,52,10
2012,base.trunk.src.org.hsqldb,StatementSession,537,14,104,22
2010,base.trunk.src.org.hsqldb.types,ClobInputStream,95,7,86,22
2010,base.trunk.src.org.hsqldb.util,CodeSwitcher,295,4,22,6
2013,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1066,12,87,8
2010,base.trunk.src.org.hsqldb,SetFunction,470,6,46,12
2008,base.trunk.src.org.hsqldb.lib,SimpleLog,87,2,16,8
2010,base.trunk.src.org.hsqldb,StatementCompound,589,13,118,26
2012,base.trunk.src.org.hsqldb,ClientConnection,385,2,10,5
2014,base.trunk.src.org.hsqldb,Constraint,630,9,61,13
2019,base.trunk.src.org.hsqldb.test,TestBug778213,105,7,40,9
2010,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,161,5,32,7
2010,base.trunk.src.org.hsqldb.rowio,RowOutputText,241,3,28,11
2015,base.trunk.src.org.hsqldb,SchemaManager,2019,78,589,27
2012,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2011,base.trunk.src.org.hsqldb.test,TestLobs,635,29,294,38
2007,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,116,7,41,6
2013,base.trunk.src.org.hsqldb.test,TestPreparedStatements,150,3,23,9
2009,base.trunk.src.org.hsqldb.test,TestBase,88,1,5,5
2007,base.trunk.src.org.hsqldb.util,PostgresTransferHelper,95,5,50,21
2012,base.trunk.src.org.hsqldb.util.preprocessor,Document,200,1,5,5
2017,base.trunk.src.org.hsqldb,RowAVL,73,1,7,7
2007,base.trunk.src.org.hsqldb.test,TestStressInsert,133,2,16,8
2012,base.trunk.src.org.hsqldb.persist,PersistentStoreCollectionSession,238,4,20,5
2007,base.trunk.src.org.hsqldb,Expression,1328,7,61,18
2019,base.trunk.src.org.hsqldb.test,TestBug808460,35,2,11,6
2009,base.trunk.src.org.hsqldb.types,TimeData,51,4,31,10
2019,base.trunk.src.org.hsqldb.lib,OrderedHashSet,110,1,6,6
2015,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,197,9,50,9
2015,base.trunk.src.org.hsqldb.lib,LongDeque,199,13,90,14
2015,base.trunk.src.org.hsqldb.test,TestDatetimeSimple,203,5,26,6
2013,base.trunk.src.org.hsqldb,DatabaseManager,270,8,62,9
2007,base.trunk.src.org.hsqldb.types,IntervalType,1207,40,292,14
2013,base.trunk.src.org.hsqldb.test,TestUpdatableResultSets,115,4,32,11
2019,base.trunk.src.org.hsqldb,NumberSequence,503,23,306,26
2009,base.trunk.src.org.hsqldb.persist,ScaledRAFileInJar,136,7,35,5
2012,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,128,1,6,6
2012,base.trunk.src.org.hsqldb.lib,HsqlTimer,334,1,6,6
2008,base.trunk.src.org.hsqldb.persist,TextCache,502,3,19,7
2011,base.trunk.src.org.hsqldb.lib,LongDeque,196,13,90,14
2013,base.trunk.src.org.hsqldb.auth,HsqldbSlaveAuthBean,95,1,5,5
2011,base.trunk.src.org.hsqldb,ParserRoutine,1504,35,263,15
2014,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,103,3,18,7
2010,base.trunk.src.org.hsqldb.lib,DataOutputStream,77,2,10,5
2010,base.trunk.src.org.hsqldb.lib,CharArrayWriter,98,1,5,5
2007,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,2117,36,341,42
2011,base.trunk.src.org.hsqldb,FunctionCustom,2469,25,155,10
2011,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,354,4,28,8
2014,base.trunk.src.org.hsqldb.cmdline.sqltool,Calculator,292,4,48,18
2019,base.trunk.src.org.hsqldb.test,TestMerge,279,24,157,11
2007,base.trunk.test.org.hsqldb.jdbc,jdbcStatementTest,317,1,5,5
2009,base.trunk.src.org.hsqldb,FunctionSQL,1364,26,248,20
2007,base.trunk.src.org.hsqldb.lib,HashMappedList,130,2,11,6
2011,base.trunk.src.org.hsqldb.rights,Right,693,4,22,6
2014,base.trunk.src.org.hsqldb.test,TestSqlPersistent,362,6,125,94
2014,base.trunk.src.org.hsqldb.lib.tar,TarGenerator,403,2,21,16
2013,base.trunk.src.org.hsqldb.test,TestAllTypes,291,10,61,9
2013,base.trunk.src.org.hsqldb.util,DatabaseManager,958,31,291,42
2012,base.trunk.src.org.hsqldb.persist,LobStoreInJar,94,8,73,20
2017,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,82,1,9,9
